n,selected_state_count_distribution,selection_score_mean,selection_score_std,state_improvement_mean,state_improvement_std,temporal_coherence_mean,temporal_coherence_std,min_cluster_fraction_mean,min_cluster_fraction_std,balance_score_mean,balance_score_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std
5,"{""2"": 5}",0.033926827886207496,0.00024568652065446795,0.08089080613042572,1.3340599835065157e-05,0.8429969190131761,0.010223737755740939,0.3943060498220641,0.0029774378168472343,0.7886120996441282,0.0059548756336944685,0.3375886524822695,0.006343455255318537,0.2833333333333333,0.005323971374999505,0.1479625330953787,0.0021536816107594428
