dataset,seed,n_windows,true_state_count,inferred_state_count,adjusted_rand,aligned_accuracy,mean_label_purity,true_label_counts,inferred_state_counts,state_mapping
UCIHARWindowSignals,0,48,5,1,0.0,0.3958333333333333,0.2296527777777778,LAYING:19;SITTING:4;STANDING:15;WALKING:9;WALKING_UPSTAIRS:1,0:48,"{""0"": ""LAYING""}"
UCIHARWindowSignals,1,48,5,1,0.0,0.3958333333333333,0.2296527777777778,LAYING:19;SITTING:4;STANDING:15;WALKING:9;WALKING_UPSTAIRS:1,0:48,"{""0"": ""LAYING""}"
UCIHARWindowSignals,2,48,5,1,0.0,0.3958333333333333,0.2296527777777778,LAYING:19;SITTING:4;STANDING:15;WALKING:9;WALKING_UPSTAIRS:1,0:48,"{""0"": ""LAYING""}"
UCIHARWindowSignals,3,48,5,1,0.0,0.3958333333333333,0.2296527777777778,LAYING:19;SITTING:4;STANDING:15;WALKING:9;WALKING_UPSTAIRS:1,0:48,"{""0"": ""LAYING""}"
UCIHARWindowSignals,4,48,5,1,0.0,0.3958333333333333,0.2296527777777778,LAYING:19;SITTING:4;STANDING:15;WALKING:9;WALKING_UPSTAIRS:1,0:48,"{""0"": ""LAYING""}"
