dataset,setting,method,n,ridge_alpha,graph_min_weight,graph_weight_power,graph_self_weight,state_count,auto_states,min_state_improvement,threshold_pass_rate,inferred_state_count_distribution,mae_mean,mae_std,rmse_mean,rmse_std,node_rmse_mean_mean,node_rmse_mean_std,node_rmse_max_mean,node_rmse_max_std,kmeans_improvement_mean,kmeans_improvement_std,adjusted_rand_mean,adjusted_rand_std,aligned_accuracy_mean,aligned_accuracy_std,mean_label_purity_mean,mean_label_purity_std,delta_vs_same_alpha_dense_rmse,delta_vs_best_dense_rmse,delta_vs_dynvar_weighted_rmse,meaningfully_beats_same_alpha_dense,meaningfully_beats_best_dense,meaningfully_beats_dynvar_weighted
HydraulicSystems,auto_k2_min_0.00,Dense Ridge,5,1.0,,,,2,True,0.0,1.0,"{""2"": 5}",0.04644940013362614,0.0,0.1554111584263074,0.0,0.07982692614779191,0.0,0.41728991546905025,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0,0.0,nan,False,False,False
HydraulicSystems,auto_k2_min_0.00,Dense Ridge,5,10.0,,,,2,True,0.0,1.0,"{""2"": 5}",0.046670590127118196,0.0,0.15612095111965393,0.0,0.08037952092401655,0.0,0.41947243088335673,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0,0.0007097926933465337,nan,False,False,False
HydraulicSystems,auto_k2_min_0.00,Dense Ridge,5,100.0,,,,2,True,0.0,1.0,"{""2"": 5}",0.04726797834190943,0.0,0.156980386286702,0.0,0.08144405078576797,0.0,0.4219199848790695,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0,0.0015692278603945953,nan,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,1.0,0.01,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04638746701867529,0.0,0.1555619216154146,0.0,0.07988075323901575,0.0,0.41780307948839895,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.00015076318910720032,0.00015076318910720032,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,1.0,0.01,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04626145354482729,0.0,0.15626936727999047,0.0,0.08017131174708587,0.0,0.4200149064170081,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0008582088536830679,0.0008582088536830679,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,1.0,0.1,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04639780512558248,0.0,0.15553755670423755,0.0,0.07987269987609921,0.0,0.4177202914303357,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0001263982779301509,0.0001263982779301509,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,1.0,0.1,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.0463483159144035,0.0,0.1558904579322603,0.0,0.08002259323592992,0.0,0.4188418466816771,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.00047929950595290705,0.00047929950595290705,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,10.0,0.01,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04658715251629476,0.0,0.15639747883165817,0.0,0.08045510852876125,0.0,0.4203162275977673,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.000276527712004232,0.0009863204053507657,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,10.0,0.01,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04620691668590297,0.0,0.15727285234930924,0.0,0.0808145435651507,0.0,0.4228838884219903,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0011519012296553055,0.0018616939230018392,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,10.0,0.1,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04660194681566256,0.0,0.15636006459643953,0.0,0.08044381286297231,0.0,0.4202030246277625,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.00023911347678559625,0.00094890617013213,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,10.0,0.1,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04643463854394903,0.0,0.15677109242069784,0.0,0.08059412166258888,0.0,0.42143100515579135,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.000650141301043905,0.0013599339943904387,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,100.0,0.01,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04704721147864152,0.0,0.15733125428747502,0.0,0.08153015605464198,0.0,0.4229027800586042,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0003508680007730247,0.00192009586116762,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,100.0,0.01,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04630606203404213,0.0,0.1580699413873624,0.0,0.08182273516528321,0.0,0.4247732266123706,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0010895551006604165,0.0026587829610550118,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,100.0,0.1,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.0470759319111906,0.0,0.1572743920113568,0.0,0.08151401548300558,0.0,0.42274593282350403,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.00029400572465479446,0.0018632335850493897,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,DynVAR-Lasso Weighted Ridge,5,100.0,0.1,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04678289265751311,0.0,0.15778273478770255,0.0,0.08165677040965295,0.0,0.42413500873564997,0.0,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0008023485010005549,0.00237157636139515,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,1.0,0.01,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.046264916230489485,2.4422747538117616e-07,0.15574736946912238,3.4522289750967475e-07,0.07989672804407796,1.9911300372576412e-07,0.4185180497209459,9.423087214638944e-07,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0003362110428149767,0.0003362110428149767,0.0001854478537077764,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,1.0,0.01,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.046132101664211646,3.44573526392926e-07,0.15680165073250446,9.276528466644377e-07,0.08035218779447477,4.79115272180006e-07,0.4215929856441848,2.5262460708741953e-06,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0013904923061970609,0.0013904923061970609,0.000532283452513993,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,1.0,0.1,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04630733406114951,1.0282756072432549e-07,0.15565255166863148,3.5600809488254824e-07,0.0798761855655708,1.5623662453271446e-07,0.41818060155456366,1.0685335968285498e-06,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.00024139324232408388,0.00024139324232408388,0.00011499496439393297,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,1.0,0.1,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04631017222770416,5.883104474024131e-07,0.15603725261997442,1.200219851850301e-06,0.08004205902744611,4.5601915876094475e-07,0.4193187693543418,3.74727533868494e-06,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0006260941936670206,0.0006260941936670206,0.00014679468771411353,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,10.0,0.01,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04640974983230478,4.477548852316385e-07,0.15668983165265735,4.4746523598860497e-07,0.0805075137568304,1.3334524975293993e-07,0.42119612027872344,1.281382802500428e-06,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.000568880533003413,0.0012786732263499467,0.00029235282099918103,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,10.0,0.01,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04605629989150501,1.936705092772197e-06,0.15772435742579335,9.843926315954709e-08,0.08100868916038002,1.066116938155089e-06,0.4239555259065767,1.6080660907489532e-07,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.001603406306139421,0.0023131989994859548,0.00045150507648411553,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,10.0,0.1,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04647607567469166,4.171402398652217e-07,0.15656672389931578,2.8271854676234617e-07,0.08046729266992471,1.1613533654963384e-07,0.4208394614349107,8.699889987647821e-07,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.00044577277966184603,0.0011555654730083798,0.00020665930287624978,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,10.0,0.1,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04633387532976062,5.23201640777452e-07,0.1568608187915753,1.9545100602361336e-07,0.08056840029685511,6.101338880464436e-07,0.42166498842389044,5.627967860575755e-07,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.000739867671921357,0.0014496603652678908,8.972637087745206e-05,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,100.0,0.01,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04680537376682801,1.626347156483564e-06,0.15772119196720047,7.491501918547036e-07,0.08162015042238127,7.35534331857433e-07,0.423796540714038,2.1282310926855604e-06,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0007408056804984742,0.0023100335408930694,0.00038993767972544946,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,100.0,0.01,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04561190139408481,2.6546728080156568e-06,0.15817410698478826,5.024106528963427e-07,0.0819010970555344,1.2389458027380772e-06,0.42494972165775835,1.394023795452274e-06,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0011937206980862647,0.00276294855848086,0.00010416559742584819,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,100.0,0.1,1.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.04690284594176031,9.56247184352808e-07,0.1575516197144295,4.483022498334565e-07,0.08156735818771729,6.304581903155295e-07,0.42341649232151185,1.1370135905724107e-06,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0005712334277274966,0.002140461288122092,0.00027722770307270217,False,False,False
HydraulicSystems,auto_k2_min_0.00,STCG-v1 Weighted Ridge,5,100.0,0.1,4.0,1.0,2,True,0.0,1.0,"{""2"": 5}",0.046702363863161886,3.089372623457432e-07,0.15788655682855932,2.5658401116133027e-07,0.08164863832254998,1.0290026914418119e-06,0.42431443147529785,5.372517790258518e-07,0.04768891698430792,8.505780594455166e-06,-0.0013627474928513928,0.0001691515315367878,0.5066450567260941,0.003159414698479381,0.9766612641815235,0.0,0.0009061705418573207,0.002475398402251916,0.00010382204085676583,False,False,False
HydraulicSystems,auto_k2_min_0.08,Dense Ridge,5,1.0,,,,2,True,0.08,0.0,"{""1"": 5}",0.04644940013362614,0.0,0.1554111584263074,0.0,0.07982692614779191,0.0,0.41728991546905025,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0,0.0,nan,False,False,False
HydraulicSystems,auto_k2_min_0.08,Dense Ridge,5,10.0,,,,2,True,0.08,0.0,"{""1"": 5}",0.046670590127118196,0.0,0.15612095111965393,0.0,0.08037952092401655,0.0,0.41947243088335673,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0,0.0007097926933465337,nan,False,False,False
HydraulicSystems,auto_k2_min_0.08,Dense Ridge,5,100.0,,,,2,True,0.08,0.0,"{""1"": 5}",0.04726797834190943,0.0,0.156980386286702,0.0,0.08144405078576797,0.0,0.4219199848790695,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0,0.0015692278603945953,nan,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,1.0,0.01,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04638746701867529,0.0,0.1555619216154146,0.0,0.07988075323901575,0.0,0.41780307948839895,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00015076318910720032,0.00015076318910720032,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,1.0,0.01,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04626145354482729,0.0,0.15626936727999047,0.0,0.08017131174708587,0.0,0.4200149064170081,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0008582088536830679,0.0008582088536830679,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,1.0,0.1,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04639780512558248,0.0,0.15553755670423755,0.0,0.07987269987609921,0.0,0.4177202914303357,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0001263982779301509,0.0001263982779301509,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,1.0,0.1,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.0463483159144035,0.0,0.1558904579322603,0.0,0.08002259323592992,0.0,0.4188418466816771,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00047929950595290705,0.00047929950595290705,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,10.0,0.01,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04658715251629476,0.0,0.15639747883165817,0.0,0.08045510852876125,0.0,0.4203162275977673,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.000276527712004232,0.0009863204053507657,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,10.0,0.01,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04620691668590297,0.0,0.15727285234930924,0.0,0.0808145435651507,0.0,0.4228838884219903,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0011519012296553055,0.0018616939230018392,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,10.0,0.1,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04660194681566256,0.0,0.15636006459643953,0.0,0.08044381286297231,0.0,0.4202030246277625,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00023911347678559625,0.00094890617013213,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,10.0,0.1,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04643463854394903,0.0,0.15677109242069784,0.0,0.08059412166258888,0.0,0.42143100515579135,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.000650141301043905,0.0013599339943904387,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,100.0,0.01,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04704721147864152,0.0,0.15733125428747502,0.0,0.08153015605464198,0.0,0.4229027800586042,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0003508680007730247,0.00192009586116762,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,100.0,0.01,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04630606203404213,0.0,0.1580699413873624,0.0,0.08182273516528321,0.0,0.4247732266123706,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0010895551006604165,0.0026587829610550118,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,100.0,0.1,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.0470759319111906,0.0,0.1572743920113568,0.0,0.08151401548300558,0.0,0.42274593282350403,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00029400572465479446,0.0018632335850493897,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,DynVAR-Lasso Weighted Ridge,5,100.0,0.1,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04678289265751311,0.0,0.15778273478770255,0.0,0.08165677040965295,0.0,0.42413500873564997,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0008023485010005549,0.00237157636139515,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,1.0,0.01,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04638746701867529,0.0,0.1555619216154146,0.0,0.07988075323901575,0.0,0.41780307948839895,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00015076318910720032,0.00015076318910720032,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,1.0,0.01,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04626145354482729,0.0,0.15626936727999047,0.0,0.08017131174708587,0.0,0.4200149064170081,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0008582088536830679,0.0008582088536830679,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,1.0,0.1,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04639780512558248,0.0,0.15553755670423755,0.0,0.07987269987609921,0.0,0.4177202914303357,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0001263982779301509,0.0001263982779301509,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,1.0,0.1,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.0463483159144035,0.0,0.1558904579322603,0.0,0.08002259323592992,0.0,0.4188418466816771,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00047929950595290705,0.00047929950595290705,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,10.0,0.01,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04658715251629476,0.0,0.15639747883165817,0.0,0.08045510852876125,0.0,0.4203162275977673,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.000276527712004232,0.0009863204053507657,0.0,False,False,False
