dataset,setting,method,n,ridge_alpha,graph_min_weight,graph_weight_power,graph_self_weight,state_count,auto_states,min_state_improvement,threshold_pass_rate,inferred_state_count_distribution,mae_mean,mae_std,rmse_mean,rmse_std,node_rmse_mean_mean,node_rmse_mean_std,node_rmse_max_mean,node_rmse_max_std,kmeans_improvement_mean,kmeans_improvement_std,adjusted_rand_mean,adjusted_rand_std,aligned_accuracy_mean,aligned_accuracy_std,mean_label_purity_mean,mean_label_purity_std,delta_vs_same_alpha_dense_rmse,delta_vs_best_dense_rmse,delta_vs_dynvar_weighted_rmse,meaningfully_beats_same_alpha_dense,meaningfully_beats_best_dense,meaningfully_beats_dynvar_weighted
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,10.0,0.01,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04620691668590297,0.0,0.15727285234930924,0.0,0.0808145435651507,0.0,0.4228838884219903,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0011519012296553055,0.0018616939230018392,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,10.0,0.1,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04660194681566256,0.0,0.15636006459643953,0.0,0.08044381286297231,0.0,0.4202030246277625,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00023911347678559625,0.00094890617013213,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,10.0,0.1,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04643463854394903,0.0,0.15677109242069784,0.0,0.08059412166258888,0.0,0.42143100515579135,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.000650141301043905,0.0013599339943904387,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,100.0,0.01,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04704721147864152,0.0,0.15733125428747502,0.0,0.08153015605464198,0.0,0.4229027800586042,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0003508680007730247,0.00192009586116762,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,100.0,0.01,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04630606203404213,0.0,0.1580699413873624,0.0,0.08182273516528321,0.0,0.4247732266123706,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0010895551006604165,0.0026587829610550118,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,100.0,0.1,1.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.0470759319111906,0.0,0.1572743920113568,0.0,0.08151401548300558,0.0,0.42274593282350403,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00029400572465479446,0.0018632335850493897,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.08,STCG-v1 Weighted Ridge,5,100.0,0.1,4.0,1.0,2,True,0.08,0.0,"{""1"": 5}",0.04678289265751311,0.0,0.15778273478770255,0.0,0.08165677040965295,0.0,0.42413500873564997,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0008023485010005549,0.00237157636139515,0.0,False,False,False
HydraulicSystems,auto_k2_min_0.12,Dense Ridge,5,1.0,,,,2,True,0.12,0.0,"{""1"": 5}",0.04644940013362614,0.0,0.1554111584263074,0.0,0.07982692614779191,0.0,0.41728991546905025,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0,0.0,nan,False,False,False
HydraulicSystems,auto_k2_min_0.12,Dense Ridge,5,10.0,,,,2,True,0.12,0.0,"{""1"": 5}",0.046670590127118196,0.0,0.15612095111965393,0.0,0.08037952092401655,0.0,0.41947243088335673,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0,0.0007097926933465337,nan,False,False,False
HydraulicSystems,auto_k2_min_0.12,Dense Ridge,5,100.0,,,,2,True,0.12,0.0,"{""1"": 5}",0.04726797834190943,0.0,0.156980386286702,0.0,0.08144405078576797,0.0,0.4219199848790695,0.0,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.0,0.0015692278603945953,nan,False,False,False
HydraulicSystems,auto_k2_min_0.12,DynVAR-Lasso Weighted Ridge,5,1.0,0.01,1.0,1.0,2,True,0.12,0.0,"{""1"": 5}",0.04638746701867529,0.0,0.1555619216154146,0.0,0.07988075323901575,0.0,0.41780307948839895,6.206335383118183e-17,0.04768891698430792,8.505780594455166e-06,0.0,0.0,0.6353322528363047,0.0,0.9766612641815235,0.0,0.00015076318910720032,0.00015076318910720032,0.0,False,False,False
