candidate_state_count,n,selected_count,inferred_state_count_distribution,selection_score_mean,selection_score_std,state_improvement_mean,state_improvement_std,temporal_coherence_mean,temporal_coherence_std,min_cluster_fraction_mean,min_cluster_fraction_std,balance_score_mean,balance_score_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std
1,5,0,"{""1"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33636363636363636,0.0,0.3333333333333333,0.0,0.16780045351473924,0.0
2,5,0,"{""2"": 5}",0.01874747355272456,0.00011075971513509447,0.044243174355045635,2.188908933504438e-06,0.9125423226548419,0.004268322199703875,0.3679909194097616,0.0023262090274596163,0.7359818388195232,0.0046524180549192325,0.6572727272727273,0.0019015000603046994,0.6557879797605825,0.0018862627988526879,0.538089650981499,0.0016071266381284593
3,5,5,"{""3"": 5}",0.03428452822657435,6.693841043474316e-05,0.07323239252364373,2.9996487631413266e-06,0.9410216010713661,0.0015246948754980923,0.33166855845629967,0.0005076204262201689,0.9950056753688991,0.0015228612786605071,0.9477272727272726,0.004251883394061302,0.947636677773664,0.004263234454244787,0.9476442243700968,0.004279742472039784
4,5,0,"{""4"": 5}",0.023053271651322725,0.0026037023317647292,0.08877379676817958,9.060834444090307e-06,0.9268826546103088,0.0094443694644707,0.16254256526674232,0.017259094491485324,0.6501702610669693,0.0690363779659413,0.9590909090909092,0.0016070608663330533,0.9590522028878192,0.0016039583641007742,0.9590509016514142,0.001565899239244519
5,5,0,"{""5"": 5}",0.020716132629288668,0.0036403993492289274,0.09835535125764837,0.0005778020694397583,0.8434453261194745,0.013961396900459156,0.12939841089670828,0.02450287530638241,0.6469920544835415,0.12251437653191202,0.9522727272727274,0.009231861823449957,0.9521905467110946,0.009215237611829042,0.9520220640366256,0.009321121864400837
6,5,0,"{""6"": 5}",0.015112257416703852,0.0025707531219193785,0.10761454431841652,0.0009707526439328777,0.8009604101585289,0.02378862962097494,0.08217934165720772,0.014985553384394449,0.4930760499432463,0.0899133203063667,0.9459090909090909,0.01821020511273647,0.9458101937553993,0.01826181198234498,0.945743579066159,0.018092470130750018
