dataset,method,n,ridge_alpha,graph_min_weight,graph_weight_power,graph_self_weight,mae_mean,mae_std,rmse_mean,rmse_std,node_rmse_mean_mean,node_rmse_mean_std,node_rmse_max_mean,node_rmse_max_std,delta_vs_same_alpha_dense_rmse,delta_vs_best_dense_rmse,delta_vs_persistence_rmse,beats_same_alpha_dense,beats_best_dense,beats_persistence,meaningfully_beats_same_alpha_dense,meaningfully_beats_best_dense,meaningfully_beats_persistence
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.03,0.5,1.0,0.12182260618996213,1.5515838457795457e-17,0.2334127084051451,3.1031676915590914e-17,0.23255239508179265,3.1031676915590914e-17,0.2665925235889161,0.0,-4.96801137131464e-06,0.0001229533886072387,-0.03273569884460564,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.03,1.0,1.0,0.12180627651795636,0.0,0.2334045590545067,0.0,0.2325440691075283,0.0,0.26659250433180576,0.0,-1.3117362009734679e-05,0.00011480403796881866,-0.03274384819524406,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.03,2.0,1.0,0.12175965737107838,0.0,0.233389687674399,0.0,0.23252940501825278,0.0,0.2665897004091479,0.0,-2.7988742117429632e-05,9.993265786112371e-05,-0.03275871957535176,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.03,4.0,1.0,0.12169734296321133,0.0,0.23344873566521943,3.1031676915590914e-17,0.23258929782487017,0.0,0.2666599790559108,0.0,3.1059248703002584e-05,0.00015898064868155592,-0.032699671584531326,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.1,0.5,1.0,0.12182386546393739,0.0,0.2334133974794031,0.0,0.23255309970415777,3.1031676915590914e-17,0.2665925946909432,0.0,-4.27893711332783e-06,0.0001236424628652255,-0.032735009770347656,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.1,1.0,1.0,0.1218114597861331,1.5515838457795457e-17,0.23340781694833512,0.0,0.23254737620253296,0.0,0.2665941223803672,0.0,-9.859468181300235e-06,0.0001180619317972531,-0.03274059030141563,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.1,2.0,1.0,0.12178437851051185,1.5515838457795457e-17,0.23340094916378568,3.1031676915590914e-17,0.23254032339199196,3.1031676915590914e-17,0.26660201276645745,0.0,-1.6727252730747155e-05,0.00011119414724780619,-0.032747458085965075,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.1,4.0,1.0,0.12175180676273138,0.0,0.23340428476005365,3.1031676915590914e-17,0.23254238535643507,3.1031676915590914e-17,0.2666532063230069,0.0,-1.3391656462774515e-05,0.00011452974351577883,-0.0327441224896971,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.3,0.5,1.0,0.1218267997306379,0.0,0.23341488298522234,3.1031676915590914e-17,0.23255462314807915,0.0,0.2665924328718659,0.0,-2.793431294084714e-06,0.00012512796868446863,-0.03273352426452841,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.3,1.0,1.0,0.12182049403888988,1.5515838457795457e-17,0.2334124004203802,3.1031676915590914e-17,0.23255203302851496,3.1031676915590914e-17,0.26659494019314706,0.0,-5.275996136228089e-06,0.00012264540384232525,-0.032736006829370556,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.3,2.0,1.0,0.12181082810977913,0.0,0.23340970417615825,0.0,0.23254908884973097,3.1031676915590914e-17,0.26660278754060807,0.0,-7.972240358172789e-06,0.00011994915962038055,-0.0327387030735925,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.3,4.0,1.0,0.12180212525347725,1.5515838457795457e-17,0.23340790033157174,3.1031676915590914e-17,0.2325468277114294,3.1031676915590914e-17,0.2666192726610256,0.0,-9.776084944679297e-06,0.00011814531503387404,-0.03274050691817901,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.6,0.5,1.0,0.12183001125158191,1.5515838457795457e-17,0.23341636670830476,0.0,0.2325561568480013,3.1031676915590914e-17,0.26659168631526936,0.0,-1.309708211660876e-06,0.00012661169176689246,-0.03273204054144599,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.6,1.0,1.0,0.1218277147605088,0.0,0.23341550244481352,3.1031676915590914e-17,0.23255523675884415,0.0,0.2665932081104864,0.0,-2.173971702906785e-06,0.00012574742827564656,-0.032732904804937235,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.6,2.0,1.0,0.12182495881875466,0.0,0.2334146161958642,0.0,0.2325542495710425,0.0,0.26659635875452986,0.0,-3.060220652217893e-06,0.00012486117932633545,-0.032733791053886546,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,10.0,0.6,4.0,1.0,0.12182288887396411,0.0,0.23341400485399671,3.1031676915590914e-17,0.2325535201530707,0.0,0.26660039186447004,0.0,-3.671562519708127e-06,0.00012424983745884521,-0.032734402395754036,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.01,0.5,1.0,0.12202096172193302,1.5515838457795457e-17,0.23370302193520026,0.0,0.23284530647697155,0.0,0.26673348370945077,0.0,-9.073917177193636e-06,0.0004132669186623916,-0.03244538531455049,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.01,1.0,1.0,0.12198518259168009,1.5515838457795457e-17,0.23369397640882522,0.0,0.23283621479368682,3.1031676915590914e-17,0.2667401790266568,0.0,-1.8119443552233605e-05,0.00040422139228735166,-0.03245443084092553,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.01,2.0,1.0,0.12191994678598053,0.0,0.23373574055674656,3.1031676915590914e-17,0.23288210040972684,3.1031676915590914e-17,0.26676202540749183,0.0,2.3644704369107927e-05,0.0004459855402086932,-0.03241266669300419,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.01,4.0,1.0,0.12201249002721568,1.5515838457795457e-17,0.23434906312405746,0.0,0.2335212860352492,3.1031676915590914e-17,0.26701343950525475,0.0,0.0006369672716800001,0.0010593081075195854,-0.031799344125693296,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.03,0.5,1.0,0.1220218558896414,1.5515838457795457e-17,0.23370337250114953,0.0,0.23284566306734994,3.1031676915590914e-17,0.2667334398859633,0.0,-8.723351227923892e-06,0.00041361748461166137,-0.03244503474860122,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.03,1.0,1.0,0.1219884156713982,1.5515838457795457e-17,0.2336952622703007,0.0,0.23283748783551897,3.1031676915590914e-17,0.26674054974237976,0.0,-1.6833582076741793e-05,0.00040550725376284347,-0.03245314497945004,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.03,2.0,1.0,0.12192770909253334,1.5515838457795457e-17,0.23372703701673664,3.1031676915590914e-17,0.23287193236556733,3.1031676915590914e-17,0.2667655571643521,0.0,1.4941164359183468e-05,0.00043728200019876873,-0.03242137023301411,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.03,4.0,1.0,0.12193402736308338,0.0,0.2340380666722865,0.0,0.23319202091050345,3.1031676915590914e-17,0.26697878405432857,0.0,0.0003259708199090383,0.0007483116557486236,-0.03211034057746426,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.1,0.5,1.0,0.12202478367731746,0.0,0.23370448309772818,0.0,0.23284679421380763,0.0,0.2667332037115941,0.0,-7.6127546492776865e-06,0.0004147280811903076,-0.032443924152022574,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.1,1.0,1.0,0.12199800807904101,1.5515838457795457e-17,0.23369858099337532,0.0,0.23284076149489313,3.1031676915590914e-17,0.26674142984037347,0.0,-1.3514859002139445e-05,0.0004088259768374458,-0.032449826256375436,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.1,2.0,1.0,0.12195272051247977,0.0,0.23371165712114844,3.1031676915590914e-17,0.2328542578931406,0.0,0.2667724084741673,0.0,-4.387312290132783e-07,0.000421902104610572,-0.03243675012860231,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.1,4.0,1.0,0.1219194758048748,1.5515838457795457e-17,0.23378427363984486,0.0,0.23292619880538915,0.0,0.2669059079787282,0.0,7.217778746740344e-05,0.0004945186233069887,-0.03236413360990589,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.3,0.5,1.0,0.12203177617673575,0.0,0.23370695701471328,0.0,0.23284932816516077,0.0,0.2667319882985045,0.0,-5.138837664175888e-06,0.00041720199817540937,-0.03244145023503747,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.3,1.0,1.0,0.12201689294485829,0.0,0.23370380868414825,0.0,0.2328459831093109,0.0,0.2667400023254757,0.0,-8.287168229204056e-06,0.0004140536676103812,-0.0324445985656025,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.3,2.0,1.0,0.12199619222302201,0.0,0.23370409237254855,0.0,0.2328458130821546,0.0,0.26676258553253596,0.0,-8.003479828905258e-06,0.00041433735601068,-0.0324443148772022,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.3,4.0,1.0,0.1219795476213423,1.5515838457795457e-17,0.23370934627459086,0.0,0.23285016551661783,0.0,0.26680734808096024,0.0,-2.749577786592683e-06,0.0004195912580529926,-0.03243906097515989,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.6,0.5,1.0,0.12203968063696946,0.0,0.2337095838964772,0.0,0.23285205355325198,0.0,0.26672935934838937,0.0,-2.5119559002584335e-06,0.0004198288799393268,-0.032438823353273555,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.6,1.0,1.0,0.1220339686924419,1.5515838457795457e-17,0.2337082206403344,0.0,0.23285056317655348,0.0,0.26673382534886364,0.0,-3.875212043064069e-06,0.0004184656237965212,-0.03244018660941636,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.6,2.0,1.0,0.1220271805081053,0.0,0.23370724301185425,3.1031676915590914e-17,0.23284934766329032,0.0,0.2667427717089595,0.0,-4.8528405232062255e-06,0.00041748799531637903,-0.0324411642378965,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,30.0,0.6,4.0,1.0,0.12202223651704518,0.0,0.23370689774344228,3.1031676915590914e-17,0.23284871618198025,0.0,0.266754116812786,0.0,-5.198108935178247e-06,0.000417142726904407,-0.032441509506308475,True,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.01,0.5,1.0,0.12289148479316578,1.5515838457795457e-17,0.23500332339807936,3.1031676915590914e-17,0.234150182733395,3.1031676915590914e-17,0.26767050365521416,0.0,1.2605941200227733e-05,0.0017135683815414915,-0.03114508385167139,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.01,1.0,1.0,0.12285578504384109,0.0,0.23505427010047858,3.1031676915590914e-17,0.23420424005468857,3.1031676915590914e-17,0.2677143925788062,0.0,6.355264359944601e-05,0.0017645150839407098,-0.031094137149272172,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.01,2.0,1.0,0.12287144922893485,1.5515838457795457e-17,0.23537912590250185,3.1031676915590914e-17,0.23454659239412218,3.1031676915590914e-17,0.26785887171662914,0.0,0.00038840844562271215,0.002089370885963976,-0.030769281347248906,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.01,4.0,1.0,0.12335349854063742,0.0,0.2370449188365747,0.0,0.2362752186209554,3.1031676915590914e-17,0.26873636867658035,0.0,0.0020542013796955583,0.003755163820036822,-0.02910348841317606,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.03,0.5,1.0,0.12289268910920573,1.5515838457795457e-17,0.23500276372076428,0.0,0.23414957431517833,0.0,0.26766975437645696,0.0,1.2046263885151509e-05,0.0017130087042264153,-0.031145643528986466,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.03,1.0,1.0,0.1228579677769853,1.5515838457795457e-17,0.23504962648358102,3.1031676915590914e-17,0.23419919196617195,3.1031676915590914e-17,0.2677119599696522,0.0,5.890902670188658e-05,0.0017598714670431503,-0.03109878076616973,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.03,2.0,1.0,0.12286299846460011,0.0,0.2353198303206545,0.0,0.2344831215448114,0.0,0.26784687278575914,0.0,0.0003291128637753771,0.002030075304116641,-0.03082857692909624,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.03,4.0,1.0,0.12311676190618684,0.0,0.23634076575531657,0.0,0.23553788085189034,0.0,0.2684751568306147,0.0,0.001350048298437434,0.0030510107387786978,-0.029807641494434184,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.1,0.5,1.0,0.12289673495068645,1.5515838457795457e-17,0.23500096257711278,0.0,0.2341476234667615,3.1031676915590914e-17,0.2676671879863426,0.0,1.024512023364843e-05,0.0017112075605749122,-0.03114744467263797,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.1,1.0,1.0,0.12286570606357979,0.0,0.23503616948305286,0.0,0.23418462541433915,0.0,0.2677046683863757,0.0,4.545202617373123e-05,0.001746414466514995,-0.031112237766697887,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.1,2.0,1.0,0.12285035260725437,1.5515838457795457e-17,0.2351926109555224,3.1031676915590914e-17,0.2343473950527611,3.1031676915590914e-17,0.2678150742445393,0.0,0.0002018934986432741,0.0019028559389845379,-0.030955796294228344,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.1,4.0,1.0,0.12291908447849365,0.0,0.23557243996092975,0.0,0.23473581436084387,0.0,0.26814911758656496,0.0,0.0005817225040506135,0.0022826849443918773,-0.030575967288821004,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.3,0.5,1.0,0.12290707423473686,1.5515838457795457e-17,0.2349969487540918,0.0,0.2341433233074499,0.0,0.2676601023072333,0.0,6.2312972126665755e-06,0.0017071937375539303,-0.03115145849565895,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.3,1.0,1.0,0.12288636235836112,1.5515838457795457e-17,0.23501284454419444,3.1031676915590914e-17,0.234159688455264,3.1031676915590914e-17,0.2676870361011613,0.0,2.212708731530455e-05,0.0017230895276565683,-0.031135562705556313,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.3,2.0,1.0,0.12286528249548648,0.0,0.235058426203178,3.1031676915590914e-17,0.23420597246771396,3.1031676915590914e-17,0.2677516930174423,0.0,6.77087462988557e-05,0.0017686711866401195,-0.031089981046572762,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.3,4.0,1.0,0.12285985980227879,1.5515838457795457e-17,0.23512771702916352,3.1031676915590914e-17,0.23427528591101857,3.1031676915590914e-17,0.2678676527129724,0.0,0.0001369995722843853,0.001837962012625649,-0.031020690220587233,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.6,0.5,1.0,0.12292013762565038,0.0,0.23499318250306672,0.0,0.23413937795572437,0.0,0.2676498248277158,0.0,2.465046187588582e-06,0.0017034274865288523,-0.03115522474668403,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.6,1.0,1.0,0.1229106634826094,0.0,0.23499753863682743,0.0,0.2341437086197265,3.1031676915590914e-17,0.26766334444740364,0.0,6.821179948296452e-06,0.0017077836202895602,-0.03115086861292332,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.6,2.0,1.0,0.12290068134835938,1.5515838457795457e-17,0.2350061412597773,0.0,0.2341521111147177,3.1031676915590914e-17,0.26768873762165246,0.0,1.5423802898179018e-05,0.0017163862432394428,-0.03114226598997344,False,False,True,False,False,True
BeijingPM25,STCG-v1 Weighted Ridge,5,100.0,0.6,4.0,1.0,0.12289423795185775,0.0,0.23501549816157824,3.1031676915590914e-17,0.2341610880260286,3.1031676915590914e-17,0.2677204127570788,0.0,2.4780704699106648e-05,0.0017257431450403704,-0.03113290908817251,False,False,True,False,False,True
ETTh1,Persistence,5,nan,,,,0.269241262267238,0.0,0.439274730676546,0.0,0.40613374540353686,6.206335383118183e-17,0.573608722921841,0.0,nan,0.03081666638163555,0.0,False,False,False,False,False,False
ETTh1,Dense Ridge,5,0.1,,,,0.2622692078561559,0.0,0.4085533990369977,6.206335383118183e-17,0.38013076250663114,0.0,0.5554970379271592,0.0,0.0,9.533474208728299e-05,-0.030721331639548266,False,False,True,False,False,True
ETTh1,Dense Ridge,5,0.3,,,,0.26226895140431983,0.0,0.40855014404967893,0.0,0.3801285697543682,0.0,0.5554864392724044,0.0,0.0,9.207975476849262e-05,-0.030724586626867056,False,False,True,False,False,True
ETTh1,Dense Ridge,5,1.0,,,,0.26226889010382226,0.0,0.40853965245297824,6.206335383118183e-17,0.3801217388346658,0.0,0.5554508338509985,0.0,0.0,8.15881580678024e-05,-0.030735078223567747,False,False,True,False,False,True
ETTh1,Dense Ridge,5,3.0,,,,0.2622728049116199,0.0,0.40851584062378193,0.0,0.38010807438571886,0.0,0.555359124692707,0.0,0.0,5.7776328871494975e-05,-0.030758890052764054,False,False,True,False,False,True
ETTh1,Dense Ridge,5,10.0,,,,0.26231166314082155,0.0,0.4084718256642509,6.206335383118183e-17,0.3800992908183479,0.0,0.5550990872693508,0.0,0.0,1.3761369340448137e-05,-0.0308029050122951,False,False,True,False,False,True
ETTh1,Dense Ridge,5,30.0,,,,0.26249593479557004,0.0,0.40845806429491044,6.206335383118183e-17,0.38019674379877283,0.0,0.5545202179726773,0.0,0.0,0.0,-0.03081666638163555,False,False,True,False,False,True
ETTh1,Dense Ridge,5,100.0,,,,0.26347523892194147,0.0,0.4087859927331965,0.0,0.38092900605570296,0.0,0.5531679773026213,0.0,0.0,0.00032792843828605145,-0.030488737943349498,False,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.01,0.5,1.0,0.2622686886009696,0.0,0.40855313655562053,0.0,0.38013047068028116,0.0,0.555496258072568,0.0,-2.6248137718898334e-07,9.5072260710094e-05,-0.030721594120925455,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.01,1.0,1.0,0.2622679355867141,0.0,0.40855282639478296,0.0,0.3801300988880147,0.0,0.5554952053570131,0.0,-5.726422147578347e-07,9.476209987252515e-05,-0.030721904281763024,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.01,2.0,1.0,0.2622653549680151,0.0,0.4085521783171665,0.0,0.3801291110099306,0.0,0.5554918166141039,0.0,-1.2207198312186307e-06,9.411402225606436e-05,-0.030722552359379485,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.01,4.0,1.0,0.2622502770413933,0.0,0.40854513064647885,0.0,0.38012070405424037,0.0,0.5554757662951447,0.0,-8.268390518872959e-06,8.706635156841003e-05,-0.03072960003006714,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.03,0.5,1.0,0.26226870382104733,0.0,0.40855314278056465,0.0,0.380130478155996,0.0,0.5554962793824515,0.0,-2.562564330732542e-07,9.507848565420973e-05,-0.03072158789598134,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.03,1.0,1.0,0.2622679865232548,0.0,0.4085528297489637,0.0,0.38013011107225303,0.0,0.5554952750724761,0.0,-5.692880340468776e-07,9.476545405323611e-05,-0.030721900927582313,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.03,2.0,1.0,0.26226558138753847,0.0,0.40855183158720115,6.206335383118183e-17,0.3801289053725868,0.0,0.5554922210468576,0.0,-1.567449796568976e-06,9.376729229071401e-05,-0.030722899089344835,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.03,4.0,1.0,0.2622560111325623,0.0,0.4085469622499259,6.206335383118183e-17,0.38012347657150863,0.0,0.5554811354613248,0.0,-6.43678707179518e-06,8.88979550154878e-05,-0.03072776842662006,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.1,0.5,1.0,0.26226875500050845,0.0,0.40855316482579057,6.206335383118183e-17,0.38013050412148675,0.0,0.5554963514490842,0.0,-2.342112071507252e-07,9.510053088013226e-05,-0.030721565850755417,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.1,1.0,1.0,0.2622681569430497,0.0,0.4085528735555711,0.0,0.3801301757455291,0.0,0.5554954982240173,0.0,-5.254814265942542e-07,9.480926066068873e-05,-0.03072185712097486,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.1,2.0,1.0,0.26226651587449634,0.0,0.4085520212831734,0.0,0.38012923207305865,0.0,0.5554932806298146,0.0,-1.3777538243053833e-06,9.39569882629776e-05,-0.03072270939337257,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.1,4.0,1.0,0.26226293985174126,0.0,0.40855003677261886,6.206335383118183e-17,0.38012708841307274,0.0,0.5554880727637342,0.0,-3.3622643788588924e-06,9.19724777084241e-05,-0.030724693903927125,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.3,0.5,1.0,0.2622688848589545,0.0,0.40855322638713104,0.0,0.3801305741753237,0.0,0.5554965383596476,0.0,-1.7264986668097393e-07,9.516209222060201e-05,-0.030721504289414947,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.3,1.0,1.0,0.26226853550117096,0.0,0.40855303623613004,0.0,0.3801303676822864,0.0,0.5554960042040542,0.0,-3.628008676814787e-07,9.497194121960151e-05,-0.030721694440415948,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.3,2.0,1.0,0.2622678650703577,0.0,0.4085526497671797,6.206335383118183e-17,0.3801299557966952,0.0,0.5554949394076385,0.0,-7.492698180233681e-07,9.458547226925962e-05,-0.03072208090936629,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.3,4.0,1.0,0.2622670307293421,0.0,0.4085521001444573,0.0,0.3801293883504421,0.0,0.5554932585256122,0.0,-1.2988925404133767e-06,9.403584954686961e-05,-0.03072263053208868,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.6,0.5,1.0,0.26226904383340033,0.0,0.4085533085952659,0.0,0.38013066485529834,0.0,0.555496776794136,0.0,-9.044173182592985e-08,9.524430035545706e-05,-0.030721422081280092,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.6,1.0,1.0,0.26226890280861204,0.0,0.40855322675681566,6.206335383118183e-17,0.3801305778905712,0.0,0.555496541788449,0.0,-1.722801820647213e-07,9.516246190521827e-05,-0.03072150391973033,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.6,2.0,1.0,0.2622687002902742,0.0,0.40855309956321173,0.0,0.38013044568321586,0.0,0.5554961619486405,0.0,-2.9947378599182173e-07,9.503526830129116e-05,-0.030721631113334258,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.1,0.6,4.0,1.0,0.2622685130542112,0.0,0.4085529612555449,0.0,0.3801303082238038,0.0,0.5554956890280962,0.0,-4.377814528111479e-07,9.489696063447184e-05,-0.030721769421001077,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.01,0.5,1.0,0.262267449121762,0.0,0.40854939389191774,0.0,0.38012772684089696,0.0,0.5554841946593759,0.0,-7.501577611868093e-07,9.132959700730581e-05,-0.030725336784628243,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.01,1.0,1.0,0.26226531304205614,0.0,0.40854854180065453,0.0,0.3801266797567876,0.0,0.5554812096957694,0.0,-1.6022490244016474e-06,9.047750574409097e-05,-0.030726188875891458,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.01,2.0,1.0,0.2622583939445345,0.0,0.40854716355712173,6.206335383118183e-17,0.38012420858628115,0.0,0.5554719848671416,0.0,-2.980492557203007e-06,8.909926221128961e-05,-0.03072756711942426,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.01,4.0,1.0,0.2622217532812015,0.0,0.4085349343712178,0.0,0.3801068754392568,0.0,0.5554369769856475,0.0,-1.5209678461136633e-05,7.687007630735598e-05,-0.030739796305328193,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.03,0.5,1.0,0.26226749283127543,0.0,0.40854941123097077,6.206335383118183e-17,0.3801277481073812,0.0,0.5554842555695276,0.0,-7.328187081601101e-07,9.13469360603325e-05,-0.030725319445575217,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.03,1.0,1.0,0.2622654507274354,0.0,0.4085485441847679,0.0,0.3801267096720344,0.0,0.5554814051758807,0.0,-1.5998649110504637e-06,9.047988985744215e-05,-0.030726186491778107,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.03,2.0,1.0,0.26225883965451546,0.0,0.40854598302926703,0.0,0.3801234702965072,0.0,0.5554730428363117,0.0,-4.161020411896921e-06,8.79187343565957e-05,-0.030728747647278953,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.03,4.0,1.0,0.26223361443966603,0.0,0.4085344545559071,0.0,0.38010991335616773,0.0,0.5554465224292173,0.0,-1.5689493771842145e-05,7.639026099665047e-05,-0.0307402761206389,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.1,0.5,1.0,0.26226763990633684,0.0,0.40854947301999067,6.206335383118183e-17,0.3801278222239887,0.0,0.5554844617465741,0.0,-6.710296882594946e-07,9.140872508023312e-05,-0.030725257656555316,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.1,1.0,1.0,0.2622659224747849,0.0,0.40854865376411037,0.0,0.38012688477834716,0.0,0.5554820329357362,0.0,-1.4902855685616778e-06,9.058946919993094e-05,-0.030726076912435618,True,False,True,False,False,True
ETTh1,DynVAR-Lasso Weighted Ridge,5,0.3,0.1,2.0,1.0,0.2622612616643198,0.0,0.4085463067346998,0.0,0.3801242380251849,0.0,0.5554758707590761,0.0,-3.837314979104889e-06,8.824243978938773e-05,-0.03072842394184616,True,False,True,False,False,True
