axis,value,seed,method,timesteps,noise_scale,observation_noise,edge_prob,edge_auc,pair_auc,precision_at_k,shd,lag_accuracy,true_edges,edge_density
timesteps,300,5,DynVAR-Lasso,300,0.1,0.0,0.18,0.6579163248564397,0.6915204678362573,0.5094339622641509,52.0,0.7105263157894737,53.0,0.31547619047619047
timesteps,300,5,STCG-v1,300,0.1,0.0,0.18,0.6498769483182937,0.6622807017543859,0.5094339622641509,52.0,0.6842105263157895,53.0,0.31547619047619047
timesteps,300,6,VAR-Lasso,300,0.1,0.0,0.18,0.6519066286528866,0.6179183135704874,0.391304347826087,56.0,0.696969696969697,46.0,0.27380952380952384
timesteps,300,6,DynVAR-Lasso,300,0.1,0.0,0.18,0.6519957234497505,0.6310935441370223,0.4782608695652174,48.0,0.696969696969697,46.0,0.27380952380952384
timesteps,300,6,STCG-v1,300,0.1,0.0,0.18,0.6715965787598004,0.5704874835309618,0.43478260869565216,52.0,0.6363636363636364,46.0,0.27380952380952384
timesteps,300,7,VAR-Lasso,300,0.1,0.0,0.18,0.5751633986928104,0.4652777777777778,0.37254901960784315,64.0,0.6111111111111112,51.0,0.30357142857142855
timesteps,300,7,DynVAR-Lasso,300,0.1,0.0,0.18,0.587229763700352,0.6583333333333333,0.37254901960784315,64.0,0.5277777777777778,51.0,0.30357142857142855
timesteps,300,7,STCG-v1,300,0.1,0.0,0.18,0.57181163063516,0.5875,0.37254901960784315,64.0,0.5,51.0,0.30357142857142855
timesteps,300,8,VAR-Lasso,300,0.1,0.0,0.18,0.7100313479623824,0.5852187028657617,0.5344827586206896,54.0,0.7948717948717948,58.0,0.34523809523809523
timesteps,300,8,DynVAR-Lasso,300,0.1,0.0,0.18,0.664576802507837,0.6289592760180995,0.46551724137931033,62.0,0.6666666666666666,58.0,0.34523809523809523
timesteps,300,8,STCG-v1,300,0.1,0.0,0.18,0.6926332288401253,0.6485671191553545,0.5172413793103449,56.0,0.7435897435897436,58.0,0.34523809523809523
timesteps,300,9,VAR-Lasso,300,0.1,0.0,0.18,0.6615987460815047,0.6403508771929824,0.5172413793103449,56.0,0.631578947368421,58.0,0.34523809523809523
timesteps,300,9,DynVAR-Lasso,300,0.1,0.0,0.18,0.6012539184952979,0.6739766081871345,0.43103448275862066,66.0,0.5263157894736842,58.0,0.34523809523809523
timesteps,300,9,STCG-v1,300,0.1,0.0,0.18,0.6158307210031349,0.6067251461988304,0.46551724137931033,62.0,0.631578947368421,58.0,0.34523809523809523
timesteps,300,10,VAR-Lasso,300,0.1,0.0,0.18,0.6800656275635767,0.6578947368421053,0.4716981132075472,56.0,0.631578947368421,53.0,0.31547619047619047
timesteps,300,10,DynVAR-Lasso,300,0.1,0.0,0.18,0.6067268252666119,0.7236842105263158,0.4528301886792453,58.0,0.5526315789473685,53.0,0.31547619047619047
timesteps,300,10,STCG-v1,300,0.1,0.0,0.18,0.6121410992616899,0.6739766081871345,0.4528301886792453,58.0,0.631578947368421,53.0,0.31547619047619047
timesteps,300,11,VAR-Lasso,300,0.1,0.0,0.18,0.7021721641190668,0.6870748299319728,0.5636363636363636,48.0,0.5952380952380952,55.0,0.3273809523809524
timesteps,300,11,DynVAR-Lasso,300,0.1,0.0,0.18,0.7420756234915526,0.5952380952380952,0.5636363636363636,48.0,0.7619047619047619,55.0,0.3273809523809524
timesteps,300,11,STCG-v1,300,0.1,0.0,0.18,0.7255028157683024,0.5952380952380952,0.5272727272727272,52.0,0.7857142857142857,55.0,0.3273809523809524
