n,selected_state_count_distribution,selection_score_mean,selection_score_std,state_improvement_mean,state_improvement_std,temporal_coherence_mean,temporal_coherence_std,min_cluster_fraction_mean,min_cluster_fraction_std,balance_score_mean,balance_score_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std
5,"{""3"": 5}",0.03428452822657435,6.693841043474316e-05,0.07323239252364373,2.9996487631413266e-06,0.9410216010713661,0.0015246948754980923,0.33166855845629967,0.0005076204262201689,0.9950056753688991,0.0015228612786605071,0.9477272727272726,0.004251883394061302,0.947636677773664,0.004263234454244787,0.9476442243700968,0.004279742472039784
