dataset,seed,method,graph_fraction,lasso_alpha,window_size,window_stride,feature_budget_per_target,mae,rmse,node_rmse_mean,node_rmse_max
ETTh1,0,Nonself Dense Ridge,1.0,0.01,300,150,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,1.0,0.01,300,150,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,STCG-v1 Graph Ridge,1.0,0.01,300,150,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,Persistence,0.25,0.01,600,300,0,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,0,Dense Ridge,0.25,0.01,600,300,0,0.26226889010382226,0.4085396524529783,0.3801217388346658,0.5554508338509985
ETTh1,0,Nonself Dense Ridge,0.25,0.01,600,300,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,0.25,0.01,600,300,5,0.5469288602950639,0.7962118227105062,0.6828735071726059,1.6418851077636063
ETTh1,0,STCG-v1 Graph Ridge,0.25,0.01,600,300,5,0.5469288602950639,0.7962118227105062,0.6828735071726059,1.6418851077636063
ETTh1,0,Persistence,0.5,0.01,600,300,0,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,0,Dense Ridge,0.5,0.01,600,300,0,0.26226889010382226,0.4085396524529783,0.3801217388346658,0.5554508338509985
ETTh1,0,Nonself Dense Ridge,0.5,0.01,600,300,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,0.5,0.01,600,300,9,0.5603097997690479,0.8288971769353587,0.7008895930089933,1.6579176882082938
ETTh1,0,STCG-v1 Graph Ridge,0.5,0.01,600,300,9,0.5603097997690479,0.8288971769353587,0.7008895930089933,1.6579176882082938
ETTh1,0,Persistence,0.75,0.01,600,300,0,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,0,Dense Ridge,0.75,0.01,600,300,0,0.26226889010382226,0.4085396524529783,0.3801217388346658,0.5554508338509985
ETTh1,0,Nonself Dense Ridge,0.75,0.01,600,300,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,0.75,0.01,600,300,14,0.5345658282233017,0.7929103943089844,0.6673726813466642,1.6588047497762175
ETTh1,0,STCG-v1 Graph Ridge,0.75,0.01,600,300,14,0.5345658282233017,0.7929103943089844,0.6673726813466642,1.6588047497762175
ETTh1,0,Persistence,1.0,0.01,600,300,0,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,0,Dense Ridge,1.0,0.01,600,300,0,0.26226889010382226,0.4085396524529783,0.3801217388346658,0.5554508338509985
ETTh1,0,Nonself Dense Ridge,1.0,0.01,600,300,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,1.0,0.01,600,300,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,STCG-v1 Graph Ridge,1.0,0.01,600,300,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,Persistence,0.25,0.01,1200,600,0,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,0,Dense Ridge,0.25,0.01,1200,600,0,0.26226889010382226,0.4085396524529783,0.3801217388346658,0.5554508338509985
ETTh1,0,Nonself Dense Ridge,0.25,0.01,1200,600,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,0.25,0.01,1200,600,5,0.539178461665232,0.7855499615514145,0.6724090875331034,1.6219062171202383
ETTh1,0,STCG-v1 Graph Ridge,0.25,0.01,1200,600,5,0.539178461665232,0.7855499615514145,0.6724090875331034,1.6219062171202383
ETTh1,0,Persistence,0.5,0.01,1200,600,0,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,0,Dense Ridge,0.5,0.01,1200,600,0,0.26226889010382226,0.4085396524529783,0.3801217388346658,0.5554508338509985
ETTh1,0,Nonself Dense Ridge,0.5,0.01,1200,600,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,0.5,0.01,1200,600,9,0.5757393043310298,0.8374429741261971,0.7212803383519669,1.6405367553052546
ETTh1,0,STCG-v1 Graph Ridge,0.5,0.01,1200,600,9,0.5757393043310298,0.8374429741261971,0.7212803383519669,1.6405367553052546
ETTh1,0,Persistence,0.75,0.01,1200,600,0,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,0,Dense Ridge,0.75,0.01,1200,600,0,0.26226889010382226,0.4085396524529783,0.3801217388346658,0.5554508338509985
ETTh1,0,Nonself Dense Ridge,0.75,0.01,1200,600,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,0.75,0.01,1200,600,14,0.5606772717412322,0.8221892828667112,0.699742767701282,1.6581877236591558
ETTh1,0,STCG-v1 Graph Ridge,0.75,0.01,1200,600,14,0.5606772717412322,0.8221892828667112,0.699742767701282,1.6581877236591558
ETTh1,0,Persistence,1.0,0.01,1200,600,0,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,0,Dense Ridge,1.0,0.01,1200,600,0,0.26226889010382226,0.4085396524529783,0.3801217388346658,0.5554508338509985
ETTh1,0,Nonself Dense Ridge,1.0,0.01,1200,600,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,DynVAR-Lasso Graph Ridge,1.0,0.01,1200,600,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh1,0,STCG-v1 Graph Ridge,1.0,0.01,1200,600,18,0.520903788511754,0.7777923460283843,0.6517220561916925,1.6628422285320914
ETTh2,0,Persistence,0.25,0.001,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.001,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.001,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.001,300,150,5,0.7834028356080233,0.9628449852928777,0.9337355230796421,1.1782428351727163
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.001,300,150,5,0.7834028356080233,0.9628449852928777,0.9337355230796421,1.1782428351727163
ETTh2,0,Persistence,0.5,0.001,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.001,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.001,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.001,300,150,9,0.6839951655971315,0.8553530945718573,0.8176088614648408,1.1131374455183292
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.001,300,150,9,0.6839951655971315,0.8553530945718573,0.8176088614648408,1.1131374455183292
ETTh2,0,Persistence,0.75,0.001,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.001,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.001,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.001,300,150,14,0.6355622072365198,0.7986682148647002,0.7529710654717583,1.1183465656032756
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.001,300,150,14,0.6355622072365198,0.7986682148647002,0.7529710654717583,1.1183465656032756
ETTh2,0,Persistence,1.0,0.001,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.001,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.001,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.001,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.001,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.001,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.001,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.001,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.001,600,300,5,0.7919194595175497,0.9643516204071847,0.928941682123188,1.1560101227523158
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.001,600,300,5,0.7919194595175497,0.9643516204071847,0.928941682123188,1.1560101227523158
ETTh2,0,Persistence,0.5,0.001,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.001,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.001,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.001,600,300,9,0.6821816081048037,0.8509284744846075,0.8159014167240624,1.1180377911735566
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.001,600,300,9,0.6821816081048037,0.8509284744846075,0.8159014167240624,1.1180377911735566
ETTh2,0,Persistence,0.75,0.001,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.001,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.001,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.001,600,300,14,0.6094374272998622,0.7803578106333328,0.7332139512373335,1.1196606514073513
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.001,600,300,14,0.6094374272998622,0.7803578106333328,0.7332139512373335,1.1196606514073513
ETTh2,0,Persistence,1.0,0.001,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.001,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.001,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.001,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.001,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.001,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.001,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.001,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.001,1200,600,5,0.7276337334943724,0.8991642056693465,0.8449901083449259,1.1972166655844416
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.001,1200,600,5,0.6658779680770925,0.838311391902491,0.788848014574591,1.200088927766134
ETTh2,0,Persistence,0.5,0.001,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.001,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.001,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.001,1200,600,9,0.6448242247054784,0.792082951835796,0.7628538001664861,1.058235572768558
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.001,1200,600,9,0.6296648845801667,0.8077497224222635,0.7544653678304308,1.1149260750758272
ETTh2,0,Persistence,0.75,0.001,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.001,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.001,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.001,1200,600,14,0.5952460521449092,0.7616108262412841,0.7153355117401146,1.120005949655122
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.001,1200,600,14,0.5845660986334353,0.74644647364168,0.6946420043316486,1.120005949655122
ETTh2,0,Persistence,1.0,0.001,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.001,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.001,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.001,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.001,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.003,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.003,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.003,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.003,300,150,5,0.7060861671507003,0.878379827767177,0.8287010052805753,1.1782428351727163
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.003,300,150,5,0.7060861671507003,0.878379827767177,0.8287010052805753,1.1782428351727163
ETTh2,0,Persistence,0.5,0.003,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.003,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.003,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.003,300,150,9,0.6220845827828014,0.7840919453216795,0.7396134494969336,1.1216642033669297
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.003,300,150,9,0.6220845827828014,0.7840919453216795,0.7396134494969336,1.1216642033669297
ETTh2,0,Persistence,0.75,0.003,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.003,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.003,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.003,300,150,14,0.6005034558604413,0.7738211847650976,0.7200647028090085,1.1236508269859469
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.003,300,150,14,0.6005034558604413,0.7738211847650976,0.7200647028090085,1.1236508269859469
ETTh2,0,Persistence,1.0,0.003,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.003,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.003,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.003,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.003,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.003,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.003,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.003,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.003,600,300,5,0.6797868414017891,0.8481139959524354,0.8126955144902844,1.1159426616402683
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.003,600,300,5,0.6797868414017891,0.8481139959524354,0.8126955144902844,1.1159426616402683
ETTh2,0,Persistence,0.5,0.003,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.003,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.003,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.003,600,300,9,0.6405673879200323,0.801576195687789,0.7595866155909492,1.1142582992285945
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.003,600,300,9,0.6405673879200323,0.801576195687789,0.7595866155909492,1.1142582992285945
ETTh2,0,Persistence,0.75,0.003,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.003,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.003,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.003,600,300,14,0.6070866360054546,0.7734667562192498,0.719005924677621,1.119957613255386
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.003,600,300,14,0.6070866360054546,0.7734667562192498,0.719005924677621,1.119957613255386
ETTh2,0,Persistence,1.0,0.003,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.003,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.003,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.003,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.003,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.003,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.003,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.003,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.003,1200,600,5,0.6681630683266836,0.8490342900268514,0.78188952679416,1.176507779185964
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.003,1200,600,5,0.6681630683266836,0.8490342900268514,0.78188952679416,1.176507779185964
ETTh2,0,Persistence,0.5,0.003,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.003,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.003,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.003,1200,600,9,0.6465818551955264,0.8072804645702637,0.768782171698919,1.1114274801769146
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.003,1200,600,9,0.6465818551955264,0.8072804645702637,0.768782171698919,1.1114274801769146
ETTh2,0,Persistence,0.75,0.003,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.003,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.003,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.003,1200,600,14,0.6018072418874583,0.767995864081242,0.7151976974340185,1.1208570303807766
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.003,1200,600,14,0.6018072418874583,0.767995864081242,0.7151976974340185,1.1208570303807766
ETTh2,0,Persistence,1.0,0.003,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.003,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.003,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.003,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.003,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.005,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.005,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.005,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.005,300,150,5,0.7088587742768152,0.8877593941763942,0.8417812161204475,1.178686816281417
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.005,300,150,5,0.7088587742768152,0.8877593941763942,0.8417812161204475,1.178686816281417
ETTh2,0,Persistence,0.5,0.005,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.005,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.005,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.005,300,150,9,0.6205556382300912,0.788849586687418,0.7455982413866186,1.1216642033669297
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.005,300,150,9,0.6205556382300912,0.788849586687418,0.7455982413866186,1.1216642033669297
ETTh2,0,Persistence,0.75,0.005,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.005,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.005,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.005,300,150,14,0.6080942246127373,0.7717777121163488,0.7259242259838773,1.1236508269859469
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.005,300,150,14,0.6080942246127373,0.7717777121163488,0.7259242259838773,1.1236508269859469
ETTh2,0,Persistence,1.0,0.005,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.005,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.005,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.005,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.005,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.005,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.005,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.005,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.005,600,300,5,0.6551396421993503,0.8095422436350287,0.7750383154368299,1.1146406070286357
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.005,600,300,5,0.6551396421993503,0.8095422436350287,0.7750383154368299,1.1146406070286357
ETTh2,0,Persistence,0.5,0.005,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.005,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.005,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.005,600,300,9,0.6115191652059045,0.7843110448859414,0.738721608284015,1.1129222579976652
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.005,600,300,9,0.6115191652059045,0.7843110448859414,0.738721608284015,1.1129222579976652
ETTh2,0,Persistence,0.75,0.005,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.005,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.005,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.005,600,300,14,0.5983601041040156,0.764358686768439,0.711584729772708,1.1197864627307161
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.005,600,300,14,0.5983601041040156,0.764358686768439,0.711584729772708,1.1197864627307161
ETTh2,0,Persistence,1.0,0.005,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.005,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
