dataset,seed,method,ridge_alpha,graph_min_weight,graph_weight_power,graph_self_weight,mae,rmse,node_rmse_mean,node_rmse_max
AReMActivities,0,Persistence,nan,,,,0.6756332018272379,1.128004815532663,1.0136580286098675,1.857819750237814
AReMActivities,0,Dense Ridge,0.1,,,,0.5740649849535541,0.9118002633608264,0.8422507200006369,1.455507612772668
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.01,0.5,1.0,0.574064819647752,0.911800066835021,0.8422504974909931,1.4555074684150737
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.01,0.5,1.0,0.574064819647752,0.911800066835021,0.8422504974909931,1.4555074684150737
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.01,1.0,1.0,0.5740645918318321,0.911799799534078,0.8422501955633089,1.4555072925760755
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.01,1.0,1.0,0.5740645918318321,0.911799799534078,0.8422501955633089,1.4555072925760755
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.01,2.0,1.0,0.5740638076525132,0.9117988949166719,0.8422491846560055,1.4555067866629883
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.01,2.0,1.0,0.5740638076525132,0.9117988949166719,0.8422491846560055,1.4555067866629883
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.01,4.0,1.0,0.5740599161716969,0.9117945176849812,0.8422443181097162,1.455504878399905
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.01,4.0,1.0,0.5740599161716969,0.9117945176849812,0.8422443181097162,1.455504878399905
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.03,0.5,1.0,0.5740648242430115,0.9118000722270928,0.842250503580992,1.4555074719639816
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.03,0.5,1.0,0.5740648242430115,0.9118000722270928,0.842250503580992,1.4555074719639816
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.03,1.0,1.0,0.5740646079236341,0.9117998180999296,0.8422502162667159,1.4555073029976942
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.03,1.0,1.0,0.5740646079236341,0.9117998180999296,0.8422502162667159,1.4555073029976942
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.03,2.0,1.0,0.5740639288930797,0.9117990324730063,0.8422493322117853,1.4555068491792615
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.03,2.0,1.0,0.5740639288930797,0.9117990324730063,0.8422493322117853,1.4555068491792615
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.03,4.0,1.0,0.5740616239121783,0.9117964024219789,0.8422463320243274,1.4555053675941378
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.03,4.0,1.0,0.5740616239121783,0.9117964024219789,0.8422463320243274,1.4555053675941378
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.1,0.5,1.0,0.5740648397180341,0.9118000904127941,0.8422505241377863,1.4555074840894702
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.1,0.5,1.0,0.5740648397180341,0.9118000904127941,0.8422505241377863,1.4555074840894702
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.1,1.0,1.0,0.5740646580509834,0.9117998760949072,0.8422502812675076,1.4555073364584055
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.1,1.0,1.0,0.5740646580509834,0.9117998760949072,0.8422502812675076,1.4555073364584055
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.1,2.0,1.0,0.5740641908111317,0.9117993294777929,0.842249658997911,1.4555069844153572
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.1,2.0,1.0,0.5740641908111317,0.9117993294777929,0.842249658997911,1.4555069844153572
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.1,4.0,1.0,0.57406309743319,0.911798041012101,0.8422481566180456,1.4555061290887406
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.1,4.0,1.0,0.57406309743319,0.911798041012101,0.8422481566180456,1.4555061290887406
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.3,0.5,1.0,0.5740648795035586,0.9118001373696495,0.8422505773066025,1.4555075165594598
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.3,0.5,1.0,0.5740648795035586,0.9118001373696495,0.8422505773066025,1.4555075165594598
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.3,1.0,1.0,0.5740647670464173,0.911800003287642,0.842250425067204,1.4555074161296335
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.3,1.0,1.0,0.5740647670464173,0.911800003287642,0.842250425067204,1.4555074161296335
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.3,2.0,1.0,0.5740645442352222,0.9117997365239372,0.8422501201626073,1.4555072127000632
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.3,2.0,1.0,0.5740645442352222,0.9117997365239372,0.8422501201626073,1.4555072127000632
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.3,4.0,1.0,0.5740641795988461,0.9117992906334288,0.8422496069525135,1.455506845637091
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.3,4.0,1.0,0.5740641795988461,0.9117992906334288,0.8422496069525135,1.455506845637091
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.6,0.5,1.0,0.5740649298687558,0.9118001972569303,0.8422506451863838,1.4555075605506773
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.6,0.5,1.0,0.5740649298687558,0.9118001972569303,0.8422506451863838,1.4555075605506773
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.6,1.0,1.0,0.5740648802775251,0.9118001373704403,0.842250577403909,1.4555075111235183
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.6,1.0,1.0,0.5740648802775251,0.9118001373704403,0.842250577403909,1.4555075111235183
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.6,2.0,1.0,0.5740647993000257,0.9118000382422278,0.842250465502323,1.4555074219274817
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.6,2.0,1.0,0.5740647993000257,0.9118000382422278,0.842250465502323,1.4555074219274817
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.1,0.6,4.0,1.0,0.5740646947191397,0.9117999061126747,0.8422503198752872,1.455507276395557
AReMActivities,0,STCG-v1 Weighted Ridge,0.1,0.6,4.0,1.0,0.5740646947191397,0.9117999061126747,0.8422503198752872,1.455507276395557
AReMActivities,0,Dense Ridge,0.3,,,,0.5740603225254753,0.9117942986299563,0.8422435377389094,1.4555046607618793
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.01,0.5,1.0,0.5740598267115105,0.9117937092500579,0.8422428704386101,1.4555042278334087
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.01,0.5,1.0,0.5740598267115105,0.9117937092500579,0.8422428704386101,1.4555042278334087
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.01,1.0,1.0,0.5740591434166612,0.9117929076572318,0.8422419650092968,1.4555037005309293
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.01,1.0,1.0,0.5740591434166612,0.9117929076572318,0.8422419650092968,1.4555037005309293
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.01,2.0,1.0,0.574056792033241,0.9117901954515861,0.8422389340671081,1.4555021839041566
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.01,2.0,1.0,0.574056792033241,0.9117901954515861,0.8422389340671081,1.4555021839041566
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.01,4.0,1.0,0.574045138135984,0.9117770922961391,0.8422243633777846,1.4554964777190635
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.01,4.0,1.0,0.574045138135984,0.9117770922961391,0.8422243633777846,1.4554964777190635
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.03,0.5,1.0,0.574059840494491,0.9117937254207809,0.842242888702239,1.4555042384765133
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.03,0.5,1.0,0.574059840494491,0.9117937254207809,0.842242888702239,1.4555042384765133
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.03,1.0,1.0,0.5740591916820109,0.911792963333112,0.8422420270949269,1.4555037317830768
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.03,1.0,1.0,0.5740591916820109,0.911792963333112,0.8422420270949269,1.4555037317830768
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.03,2.0,1.0,0.5740571554427888,0.9117906077858563,0.8422393763890036,1.455502371261254
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.03,2.0,1.0,0.5740571554427888,0.9117906077858563,0.8422393763890036,1.455502371261254
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.03,4.0,1.0,0.5740502507859837,0.9117827279909615,0.842230386478101,1.4554979365212866
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.03,4.0,1.0,0.5740502507859837,0.9117827279909615,0.842230386478101,1.4554979365212866
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.1,0.5,1.0,0.5740598869100902,0.9117937799593693,0.8422429503511489,1.455504274840561
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.1,0.5,1.0,0.5740598869100902,0.9117937799593693,0.8422429503511489,1.455504274840561
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.1,1.0,1.0,0.5740593420324023,0.9117931372511889,0.8422422220211043,1.455503832124264
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.1,1.0,1.0,0.5740593420324023,0.9117931372511889,0.8422422220211043,1.455503832124264
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.1,2.0,1.0,0.5740579407050057,0.9117914982352152,0.8422403561422306,1.4555027766334545
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.1,2.0,1.0,0.5740579407050057,0.9117914982352152,0.8422403561422306,1.4555027766334545
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.1,4.0,1.0,0.5740546633053574,0.9117876362200218,0.8422358526519304,1.4555002137763853
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.1,4.0,1.0,0.5740546633053574,0.9117876362200218,0.8422358526519304,1.4555002137763853
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.3,0.5,1.0,0.5740600062420242,0.9117939207822453,0.8422431098022908,1.4555043722174594
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.3,0.5,1.0,0.5740600062420242,0.9117939207822453,0.8422431098022908,1.4555043722174594
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.3,1.0,1.0,0.574059668948082,0.9117935186861023,0.8422426532557399,1.4555040710426235
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.3,1.0,1.0,0.574059668948082,0.9117935186861023,0.8422426532557399,1.4555040710426235
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.3,2.0,1.0,0.5740590006974708,0.9117927187546859,0.8422417389480757,1.455503461042653
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.3,2.0,1.0,0.5740590006974708,0.9117927187546859,0.8422417389480757,1.455503461042653
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.3,4.0,1.0,0.574057907192461,0.9117913818675009,0.8422402001933321,1.4555023604959245
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.3,4.0,1.0,0.574057907192461,0.9117913818675009,0.8422402001933321,1.4555023604959245
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.6,0.5,1.0,0.5740601573059739,0.9117941003837652,0.84224331337176,1.4555045041470096
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.6,0.5,1.0,0.5740601573059739,0.9117941003837652,0.84224331337176,1.4555045041470096
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.6,1.0,1.0,0.5740600085664447,0.9117939207888276,0.8422431100980158,1.4555043559187386
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.6,1.0,1.0,0.5740600085664447,0.9117939207888276,0.8422431100980158,1.4555043559187386
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.6,2.0,1.0,0.574059765696833,0.9117936235229053,0.8422427745267623,1.4555040884367894
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.6,2.0,1.0,0.574059765696833,0.9117936235229053,0.8422427745267623,1.4555040884367894
AReMActivities,0,DynVAR-Lasso Weighted Ridge,0.3,0.6,4.0,1.0,0.5740594520487896,0.9117932273120447,0.8422423378392133,1.4555036520306868
AReMActivities,0,STCG-v1 Weighted Ridge,0.3,0.6,4.0,1.0,0.5740594520487896,0.9117932273120447,0.8422423378392133,1.4555036520306868
AReMActivities,0,Dense Ridge,1.0,,,,0.5740440162749669,0.9117734425684809,0.842218423376087,1.455494341239059
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.01,0.5,1.0,0.5740423661503881,0.9117714802699257,0.8422162017054006,1.4554928998253
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.01,0.5,1.0,0.5740423661503881,0.9117714802699257,0.8422162017054006,1.4554928998253
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.01,1.0,1.0,0.5740400939796545,0.9117688119045532,0.8422131877280797,1.455491144647809
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.01,1.0,1.0,0.5740400939796545,0.9117688119045532,0.8422131877280797,1.455491144647809
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.01,2.0,1.0,0.574032276664601,0.9117597903822938,0.8422031053036694,1.455486102156904
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.01,2.0,1.0,0.574032276664601,0.9117597903822938,0.8422031053036694,1.455486102156904
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.01,4.0,1.0,0.5739936556802305,0.9117164431505185,0.8421548711974268,1.455467295908337
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.01,4.0,1.0,0.5739936556802305,0.9117164431505185,0.8421548711974268,1.455467295908337
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.03,0.5,1.0,0.5740424119864683,0.9117715341083554,0.842216262509968,1.455492935259995
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.03,0.5,1.0,0.5740424119864683,0.9117715341083554,0.842216262509968,1.455492935259995
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.03,1.0,1.0,0.5740402545264458,0.9117689972383953,0.8422133943937454,1.45549124867376
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.03,1.0,1.0,0.5740402545264458,0.9117689972383953,0.8422133943937454,1.45549124867376
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.03,2.0,1.0,0.5740334849646235,0.9117611609352916,0.8422045756903497,1.455486724451972
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.03,2.0,1.0,0.5740334849646235,0.9117611609352916,0.8422045756903497,1.455486724451972
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.03,4.0,1.0,0.5740105659839204,0.9117350150161625,0.842174732892214,1.455472057492527
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.03,4.0,1.0,0.5740105659839204,0.9117350150161625,0.842174732892214,1.455472057492527
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.1,0.5,1.0,0.5740425663403846,0.9117717156879565,0.8422164677561713,1.4554930563289323
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.1,0.5,1.0,0.5740425663403846,0.9117717156879565,0.8422164677561713,1.4554930563289323
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.1,1.0,1.0,0.57404075460911,0.9117695761866871,0.8422140432601587,1.455491582667763
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.1,1.0,1.0,0.57404075460911,0.9117695761866871,0.8422140432601587,1.455491582667763
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.1,2.0,1.0,0.5740360961438408,0.911764122525258,0.8422078344913847,1.4554880717897027
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.1,2.0,1.0,0.5740360961438408,0.911764122525258,0.8422078344913847,1.4554880717897027
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.1,4.0,1.0,0.574025211093458,0.9117512884448561,0.8421928652884877,1.4554795651384647
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.1,4.0,1.0,0.574025211093458,0.9117512884448561,0.8421928652884877,1.4554795651384647
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.3,0.5,1.0,0.5740429634757097,0.9117721845419771,0.8422169986156769,1.4554933805333965
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.3,0.5,1.0,0.5740429634757097,0.9117721845419771,0.8422169986156769,1.4554933805333965
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.3,1.0,1.0,0.5740418417894454,0.9117708459674458,0.8422154787933911,1.4554923779526159
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.3,1.0,1.0,0.5740418417894454,0.9117708459674458,0.8422154787933911,1.4554923779526159
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.3,2.0,1.0,0.5740396206447114,0.9117681837184853,0.8422124358312729,1.455490347981402
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.3,2.0,1.0,0.5740396206447114,0.9117681837184853,0.8422124358312729,1.455490347981402
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.3,4.0,1.0,0.5740359878073779,0.9117637365583914,0.8422073168419737,1.455486686967136
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.3,4.0,1.0,0.5740359878073779,0.9117637365583914,0.8422073168419737,1.455486686967136
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.6,0.5,1.0,0.5740434663328028,0.9117727825109435,0.8422176763665479,1.4554938197849847
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.6,0.5,1.0,0.5740434663328028,0.9117727825109435,0.8422176763665479,1.4554938197849847
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.6,1.0,1.0,0.5740429712959718,0.9117721846129714,0.8422169996457903,1.4554933263105856
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.6,1.0,1.0,0.5740429712959718,0.9117721846129714,0.8422169996457903,1.4554933263105856
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.6,2.0,1.0,0.5740421638237783,0.9117711951095127,0.8422158826301444,1.4554924359407648
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.6,2.0,1.0,0.5740421638237783,0.9117711951095127,0.8422158826301444,1.4554924359407648
AReMActivities,0,DynVAR-Lasso Weighted Ridge,1.0,0.6,4.0,1.0,0.574041121803088,0.9117698764776636,0.8422144292596658,1.4554909834637397
AReMActivities,0,STCG-v1 Weighted Ridge,1.0,0.6,4.0,1.0,0.574041121803088,0.9117698764776636,0.8422144292596658,1.4554909834637397
AReMActivities,0,Dense Ridge,3.0,,,,0.5739976077985627,0.9117140289945259,0.8421468693611237,1.4554649639140436
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.01,0.5,1.0,0.5739926749431432,0.9117081617389771,0.8421402270847561,1.455460654018577
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.01,0.5,1.0,0.5739926749431432,0.9117081617389771,0.8421402270847561,1.455460654018577
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.01,1.0,1.0,0.5739858789427614,0.9117001874385888,0.8421312203020258,1.4554554097589967
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.01,1.0,1.0,0.5739858789427614,0.9117001874385888,0.8421312203020258,1.4554554097589967
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.01,2.0,1.0,0.5739625387539212,0.9116732859357312,0.8421011493920015,1.4554403919250216
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.01,2.0,1.0,0.5739625387539212,0.9116732859357312,0.8421011493920015,1.4554403919250216
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.01,4.0,1.0,0.5738488473198938,0.9115459980866402,0.8419592458840451,1.4553857451035352
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.01,4.0,1.0,0.5738488473198938,0.9115459980866402,0.8419592458840451,1.4553857451035352
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.03,0.5,1.0,0.5739928120966892,0.9117083227083432,0.842140408865289,1.4554607599618874
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.03,0.5,1.0,0.5739928120966892,0.9117083227083432,0.842140408865289,1.4554607599618874
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.03,1.0,1.0,0.573986359195364,0.9117007412878638,0.8421318378561793,1.4554557205795742
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.03,1.0,1.0,0.573986359195364,0.9117007412878638,0.8421318378561793,1.4554557205795742
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.03,2.0,1.0,0.5739661344524211,0.9116773644835995,0.8421055263675261,1.4554422399196691
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.03,2.0,1.0,0.5739661344524211,0.9116773644835995,0.8421055263675261,1.4554422399196691
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.03,4.0,1.0,0.5738982606439716,0.9115999362955993,0.8420170397104827,1.455399195944841
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.03,4.0,1.0,0.5738982606439716,0.9115999362955993,0.8420170397104827,1.455399195944841
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.1,0.5,1.0,0.5739932739589396,0.9117088656066482,0.8421410224690566,1.4554611219361469
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.1,0.5,1.0,0.5739932739589396,0.9117088656066482,0.8421410224690566,1.4554611219361469
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.1,1.0,1.0,0.5739878550020157,0.911702471493474,0.8421337768858536,1.455456718507763
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.1,1.0,1.0,0.5739878550020157,0.911702471493474,0.8421337768858536,1.455456718507763
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.1,2.0,1.0,0.5739739366691241,0.9116861933357573,0.8421152428350757,1.4554462489337745
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.1,2.0,1.0,0.5739739366691241,0.9116861933357573,0.8421152428350757,1.4554462489337745
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.1,4.0,1.0,0.5739415889609251,0.9116480241341582,0.8420706952736622,1.4554210335996887
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.1,4.0,1.0,0.5739415889609251,0.9116480241341582,0.8420706952736622,1.4554210335996887
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.3,0.5,1.0,0.57399446129049,0.9117102674276456,0.8421426095487945,1.4554620912639875
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.3,0.5,1.0,0.57399446129049,0.9117102674276456,0.8421426095487945,1.4554620912639875
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.3,1.0,1.0,0.573991106735115,0.9117062666014653,0.8421380671447795,1.4554590949124284
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.3,1.0,1.0,0.573991106735115,0.9117062666014653,0.8421380671447795,1.4554590949124284
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.3,2.0,1.0,0.5739844697662765,0.9116983155721624,0.842128978596444,1.455453033647144
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.3,2.0,1.0,0.5739844697662765,0.9116983155721624,0.842128978596444,1.455453033647144
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.3,4.0,1.0,0.5739736351633814,0.9116850518397844,0.8421137084505991,1.4554421142268406
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.3,4.0,1.0,0.5739736351633814,0.9116850518397844,0.8421137084505991,1.4554421142268406
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.6,0.5,1.0,0.5739959642048917,0.9117120553363324,0.8421446358531387,1.4554634046358126
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.6,0.5,1.0,0.5739959642048917,0.9117120553363324,0.8421446358531387,1.4554634046358126
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.6,1.0,1.0,0.5739944850008276,0.911710268059411,0.8421426130177192,1.4554619295040154
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.6,1.0,1.0,0.5739944850008276,0.911710268059411,0.8421426130177192,1.4554619295040154
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.6,2.0,1.0,0.5739920708694662,0.9117073113501124,0.8421392752421997,1.4554592689505002
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.6,2.0,1.0,0.5739920708694662,0.9117073113501124,0.8421392752421997,1.4554592689505002
AReMActivities,0,DynVAR-Lasso Weighted Ridge,3.0,0.6,4.0,1.0,0.5739889570223224,0.911703373121742,0.8421349343649371,1.4554549303833557
AReMActivities,0,STCG-v1 Weighted Ridge,3.0,0.6,4.0,1.0,0.5739889570223224,0.911703373121742,0.8421349343649371,1.4554549303833557
AReMActivities,0,Dense Ridge,10.0,,,,0.5738368402727688,0.911508105395403,0.8418987565771173,1.4553633824217613
AReMActivities,0,DynVAR-Lasso Weighted Ridge,10.0,0.01,0.5,1.0,0.5738205761916819,0.9114887738024832,0.8418768772396864,1.455349181015332
AReMActivities,0,STCG-v1 Weighted Ridge,10.0,0.01,0.5,1.0,0.5738205761916819,0.9114887738024832,0.8418768772396864,1.455349181015332
AReMActivities,0,DynVAR-Lasso Weighted Ridge,10.0,0.01,1.0,1.0,0.5737981820343752,0.9114625462230942,0.8418472582597687,1.4553319432404765
AReMActivities,0,STCG-v1 Weighted Ridge,10.0,0.01,1.0,1.0,0.5737981820343752,0.9114625462230942,0.8418472582597687,1.4553319432404765
AReMActivities,0,DynVAR-Lasso Weighted Ridge,10.0,0.01,2.0,1.0,0.5737219609773934,0.9113747319367519,0.8417490338614161,1.4552831181150572
AReMActivities,0,STCG-v1 Weighted Ridge,10.0,0.01,2.0,1.0,0.5737219609773934,0.9113747319367519,0.8417490338614161,1.4552831181150572
AReMActivities,0,DynVAR-Lasso Weighted Ridge,10.0,0.01,4.0,1.0,0.5733621765549551,0.910980011935761,0.8413062079171608,1.4551194599288844
AReMActivities,0,STCG-v1 Weighted Ridge,10.0,0.01,4.0,1.0,0.5733621765549551,0.910980011935761,0.8413062079171608,1.4551194599288844
AReMActivities,0,DynVAR-Lasso Weighted Ridge,10.0,0.03,0.5,1.0,0.5738210286013482,0.9114893040929992,0.8418774758952714,1.4553495300257082
AReMActivities,0,STCG-v1 Weighted Ridge,10.0,0.03,0.5,1.0,0.5738210286013482,0.9114893040929992,0.8418774758952714,1.4553495300257082
AReMActivities,0,DynVAR-Lasso Weighted Ridge,10.0,0.03,1.0,1.0,0.5737997659567992,0.9114643677126554,0.841849288743691,1.4553329650306084
AReMActivities,0,STCG-v1 Weighted Ridge,10.0,0.03,1.0,1.0,0.5737997659567992,0.9114643677126554,0.841849288743691,1.4553329650306084
AReMActivities,0,DynVAR-Lasso Weighted Ridge,10.0,0.03,2.0,1.0,0.573733642424007,0.9113879509672923,0.8417632351022997,1.4552890654742467
AReMActivities,0,STCG-v1 Weighted Ridge,10.0,0.03,2.0,1.0,0.573733642424007,0.9113879509672923,0.8417632351022997,1.4552890654742467
