dataset,seed,method,ridge_alpha,graph_min_weight,graph_weight_power,graph_self_weight,mae,rmse,node_rmse_mean,node_rmse_max
ETTh1,0,STCG-v1 Weighted Ridge,1.0,0.6,2.0,1.0,0.26226428131362234,0.4085371244551371,0.38011898288777335,0.5554434672943289
ETTh1,0,DynVAR-Lasso Weighted Ridge,1.0,0.6,4.0,1.0,0.26226261612833474,0.40853596242773554,0.38011780633321285,0.5554395419917962
ETTh1,0,STCG-v1 Weighted Ridge,1.0,0.6,4.0,1.0,0.26226261612833474,0.40853596242773554,0.38011780633321285,0.5554395419917962
ETTh1,0,Dense Ridge,3.0,,,,0.2622728049116199,0.40851584062378193,0.38010807438571886,0.555359124692707
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.01,0.5,1.0,0.2622609733148527,0.4085118615061604,0.3801027233317958,0.5553456426524342
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.01,0.5,1.0,0.2622609733148527,0.4085118615061604,0.3801027233317958,0.5553456426524342
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.01,1.0,1.0,0.262246248721431,0.4085101463268966,0.38009821163331686,0.5553309950567015
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.01,1.0,1.0,0.262246248721431,0.4085101463268966,0.38009821163331686,0.5553309950567015
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.01,2.0,1.0,0.26220777442757054,0.4085280549363013,0.38010202707997404,0.5553069118910128
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.01,2.0,1.0,0.26220777442757054,0.4085280549363013,0.38010202707997404,0.5553069118910128
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.01,4.0,1.0,0.26205126258619427,0.408577852837738,0.380102966632322,0.5553993541265378
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.01,4.0,1.0,0.26205126258619427,0.408577852837738,0.380102966632322,0.5553993541265378
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.03,0.5,1.0,0.2622612920571297,0.4085119116542301,0.38010282861120387,0.5553459747003867
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.03,0.5,1.0,0.2622612920571297,0.4085119116542301,0.38010282861120387,0.5553459747003867
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.03,1.0,1.0,0.26224692505184494,0.40850955635883757,0.38009797387944255,0.5553317970511964
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.03,1.0,1.0,0.26224692505184494,0.40850955635883757,0.38009797387944255,0.5553317970511964
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.03,2.0,1.0,0.26220697557387185,0.4085132606538221,0.3800916004869122,0.5553075362380283
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.03,2.0,1.0,0.26220697557387185,0.4085132606538221,0.3800916004869122,0.5553075362380283
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.03,4.0,1.0,0.26208207205191947,0.4085182343144807,0.3800678109427783,0.5553374448889259
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.03,4.0,1.0,0.26208207205191947,0.4085182343144807,0.3800678109427783,0.5553374448889259
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.1,0.5,1.0,0.2622623794562844,0.40851212673845244,0.38010321866286245,0.555347113298218
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.1,0.5,1.0,0.2622623794562844,0.40851212673845244,0.38010321866286245,0.555347113298218
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.1,1.0,1.0,0.26224974437850834,0.4085088156199059,0.38009812131088083,0.5553345112132556
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.1,1.0,1.0,0.26224974437850834,0.4085088156199059,0.38009812131088083,0.5553345112132556
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.1,2.0,1.0,0.26221818036808936,0.4085018118888612,0.38008621122341285,0.5553116717731681
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.1,2.0,1.0,0.26221818036808936,0.4085018118888612,0.38008621122341285,0.5553116717731681
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.1,4.0,1.0,0.2621538982209361,0.40848710120130266,0.3800623799780029,0.5552876090079644
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.1,4.0,1.0,0.2621538982209361,0.40848710120130266,0.3800623799780029,0.5552876090079644
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.3,0.5,1.0,0.2622652344993046,0.4085129183880534,0.3801043995951828,0.5553501776048387
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.3,0.5,1.0,0.2622652344993046,0.4085129183880534,0.3801043995951828,0.5553501776048387
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.3,1.0,1.0,0.2622573579720572,0.408509961981293,0.3801006183049553,0.5553414884772885
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.3,1.0,1.0,0.2622573579720572,0.408509961981293,0.3801006183049553,0.5553414884772885
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.3,2.0,1.0,0.26224273177356483,0.4085041406572394,0.3800933755214417,0.5553262006192091
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.3,2.0,1.0,0.26224273177356483,0.4085041406572394,0.3800933755214417,0.5553262006192091
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.3,4.0,1.0,0.2622246250389984,0.40849605368074315,0.38008389986640345,0.5553044682979964
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.3,4.0,1.0,0.2622246250389984,0.40849605368074315,0.38008389986640345,0.5553044682979964
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.6,0.5,1.0,0.26226889756278005,0.4085142186016375,0.38010610063747513,0.5553543138827454
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.6,0.5,1.0,0.26226889756278005,0.4085142186016375,0.38010610063747513,0.5553543138827454
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.6,1.0,1.0,0.2622655662674049,0.40851273989252695,0.38010435127398906,0.5553501161741687
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.6,1.0,1.0,0.2622655662674049,0.40851273989252695,0.38010435127398906,0.5553501161741687
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.6,2.0,1.0,0.2622607622663333,0.40851040129546984,0.38010169522816667,0.5553434771469239
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.6,2.0,1.0,0.2622607622663333,0.40851040129546984,0.38010169522816667,0.5553434771469239
ETTh1,0,DynVAR-Lasso Weighted Ridge,3.0,0.6,4.0,1.0,0.2622564094317198,0.408507858558553,0.3800990003443587,0.5553352570242284
ETTh1,0,STCG-v1 Weighted Ridge,3.0,0.6,4.0,1.0,0.2622564094317198,0.408507858558553,0.3800990003443587,0.5553352570242284
ETTh1,0,Dense Ridge,10.0,,,,0.26231166314082155,0.40847182566425083,0.3800992908183479,0.5550990872693508
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.01,0.5,1.0,0.2622807365131921,0.4084700841349852,0.3800916696303322,0.5550827585541832
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.01,0.5,1.0,0.2622807365131921,0.4084700841349852,0.3800916696303322,0.5550827585541832
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.01,1.0,1.0,0.26224559861029156,0.40848128225356456,0.3800921487684254,0.5550740067859027
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.01,1.0,1.0,0.26224559861029156,0.40848128225356456,0.3800921487684254,0.5550740067859027
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.01,2.0,1.0,0.26216594132134047,0.408546135924167,0.38011957511000355,0.5551042594182067
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.01,2.0,1.0,0.26216594132134047,0.408546135924167,0.38011957511000355,0.5551042594182067
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.01,4.0,1.0,0.2618164314191936,0.40854005030906976,0.38004924289261915,0.5554015400751066
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.01,4.0,1.0,0.2618164314191936,0.40854005030906976,0.38004924289261915,0.5554015400751066
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.03,0.5,1.0,0.26228148354608066,0.40846987877973345,0.3800916869995104,0.5550830486163715
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.03,0.5,1.0,0.26228148354608066,0.40846987877973345,0.3800916869995104,0.5550830486163715
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.03,1.0,1.0,0.2622469276903761,0.40847836223708434,0.38009041151846557,0.5550739677076042
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.03,1.0,1.0,0.2622469276903761,0.40847836223708434,0.38009041151846557,0.5550739677076042
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.03,2.0,1.0,0.26216518742485595,0.40852132010976877,0.38010250097943316,0.5550955333556158
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.03,2.0,1.0,0.26216518742485595,0.40852132010976877,0.38010250097943316,0.5550955333556158
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.03,4.0,1.0,0.2619114384694519,0.4085393722509388,0.38006361922537524,0.5552871128766332
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.03,4.0,1.0,0.2619114384694519,0.4085393722509388,0.38006361922537524,0.5552871128766332
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.1,0.5,1.0,0.2622840721552962,0.4084693568761695,0.38009188004379707,0.5550840936693411
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.1,0.5,1.0,0.2622840721552962,0.4084693568761695,0.38009188004379707,0.5550840936693411
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.1,1.0,1.0,0.2622529303672761,0.408472005623748,0.38008725202458715,0.5550743252987832
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.1,1.0,1.0,0.2622529303672761,0.408472005623748,0.38008725202458715,0.5550743252987832
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.1,2.0,1.0,0.26218028689230505,0.4084811224378871,0.38007840031519624,0.555076772111309
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.1,2.0,1.0,0.26218028689230505,0.4084811224378871,0.38007840031519624,0.555076772111309
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.1,4.0,1.0,0.2620389413293546,0.40847410403160495,0.3800438221894347,0.5551196132105838
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.1,4.0,1.0,0.2620389413293546,0.40847410403160495,0.3800438221894347,0.5551196132105838
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.3,0.5,1.0,0.2622913799956239,0.40846895899451446,0.38009311393160566,0.5550872689916474
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.3,0.5,1.0,0.2622913799956239,0.40846895899451446,0.38009311393160566,0.5550872689916474
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.3,1.0,1.0,0.262270818502072,0.4084667116222723,0.38008729825565063,0.5550780257409317
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.3,1.0,1.0,0.262270818502072,0.4084667116222723,0.38008729825565063,0.5550780257409317
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.3,2.0,1.0,0.26223224221935004,0.40846100352978393,0.38007554220556966,0.5550656898296608
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.3,2.0,1.0,0.26223224221935004,0.40846100352978393,0.38007554220556966,0.5550656898296608
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.3,4.0,1.0,0.2621842830215886,0.40844938415361276,0.38005786694411997,0.5550478857595432
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.3,4.0,1.0,0.2621842830215886,0.40844938415361276,0.38005786694411997,0.5550478857595432
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.6,0.5,1.0,0.2623010571534865,0.4084698002223625,0.3800956913984413,0.5550923030290474
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.6,0.5,1.0,0.2623010571534865,0.4084698002223625,0.3800956913984413,0.5550923030290474
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.6,1.0,1.0,0.2622919026253241,0.408467742029053,0.38009239923619165,0.5550866503568478
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.6,1.0,1.0,0.2622919026253241,0.408467742029053,0.38009239923619165,0.5550866503568478
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.6,2.0,1.0,0.26227847680582567,0.4084639724264295,0.3800871074699294,0.5550777491587121
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.6,2.0,1.0,0.26227847680582567,0.4084639724264295,0.3800871074699294,0.5550777491587121
ETTh1,0,DynVAR-Lasso Weighted Ridge,10.0,0.6,4.0,1.0,0.2622659861562513,0.40845935805054473,0.3800814776019142,0.5550659906434984
ETTh1,0,STCG-v1 Weighted Ridge,10.0,0.6,4.0,1.0,0.2622659861562513,0.40845935805054473,0.3800814776019142,0.5550659906434984
ETTh1,0,Dense Ridge,30.0,,,,0.26249593479557004,0.4084580642949105,0.38019674379877283,0.5545202179726773
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.01,0.5,1.0,0.262430301291533,0.4084709511486796,0.3801920596477991,0.5545106175831347
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.01,0.5,1.0,0.262430301291533,0.4084709511486796,0.3801920596477991,0.5545106175831347
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.01,1.0,1.0,0.262364059771751,0.40850891272463413,0.38020425860166684,0.5545213693143103
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.01,1.0,1.0,0.262364059771751,0.40850891272463413,0.38020425860166684,0.5545213693143103
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.01,2.0,1.0,0.26217665414998154,0.40856220318839415,0.3802039404021026,0.554620787684535
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.01,2.0,1.0,0.26217665414998154,0.40856220318839415,0.3802039404021026,0.554620787684535
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.01,4.0,1.0,0.26148956217275077,0.40831578801127805,0.3799011863171109,0.5549895637442397
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.01,4.0,1.0,0.26148956217275077,0.40831578801127805,0.3799011863171109,0.5549895637442397
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.03,0.5,1.0,0.2624317140039948,0.4084699523704526,0.38019166892894257,0.5545105492571623
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.03,0.5,1.0,0.2624317140039948,0.4084699523704526,0.38019166892894257,0.5545105492571623
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.03,1.0,1.0,0.2623663525749509,0.4085031143181558,0.3802007806386501,0.5545195292221187
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.03,1.0,1.0,0.2623663525749509,0.4085031143181558,0.3802007806386501,0.5545195292221187
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.03,2.0,1.0,0.26219848432079756,0.40855665408967445,0.38020351524454304,0.554603040083959
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.03,2.0,1.0,0.26219848432079756,0.40855665408967445,0.38020351524454304,0.554603040083959
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.03,4.0,1.0,0.261740683886356,0.408466135340803,0.3800499510672778,0.5548692600413893
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.03,4.0,1.0,0.261740683886356,0.408466135340803,0.3800499510672778,0.5548692600413893
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.1,0.5,1.0,0.2624367094897658,0.40846695412891615,0.3801906556873956,0.5545104462763534
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.1,0.5,1.0,0.2624367094897658,0.40846695412891615,0.3801906556873956,0.5545104462763534
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.1,1.0,1.0,0.2623759760597537,0.4084875584137919,0.38019216269326367,0.5545143888253916
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.1,1.0,1.0,0.2623759760597537,0.4084875584137919,0.38019216269326367,0.5545143888253916
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.1,2.0,1.0,0.26223796266514815,0.40851698881974907,0.38018402372313503,0.5545586958547655
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.1,2.0,1.0,0.26223796266514815,0.40851698881974907,0.38018402372313503,0.5545586958547655
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.1,4.0,1.0,0.2619762165367485,0.40848975507380914,0.3801114195417537,0.554651090296098
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.1,4.0,1.0,0.2619762165367485,0.40848975507380914,0.3801114195417537,0.554651090296098
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.3,0.5,1.0,0.2624510587317641,0.408461475722204,0.3801898849018337,0.5545111310340367
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.3,0.5,1.0,0.2624510587317641,0.408461475722204,0.3801898849018337,0.5545111310340367
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.3,1.0,1.0,0.2624073716666228,0.40846567413364426,0.38018376866842907,0.5545076004282894
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.3,1.0,1.0,0.2624073716666228,0.40846567413364426,0.38018376866842907,0.5545076004282894
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.3,2.0,1.0,0.2623262536443235,0.4084644694913126,0.3801664391724686,0.5545079761693982
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.3,2.0,1.0,0.2623262536443235,0.4084644694913126,0.3801664391724686,0.5545079761693982
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.3,4.0,1.0,0.2622231042725187,0.4084450450430076,0.3801319171822057,0.5544990036638562
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.3,4.0,1.0,0.2622231042725187,0.4084450450430076,0.3801319171822057,0.5544990036638562
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.6,0.5,1.0,0.26247158506120283,0.40845818175938603,0.3801918552856008,0.5545141029145432
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.6,0.5,1.0,0.26247158506120283,0.40845818175938603,0.3801918552856008,0.5545141029145432
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.6,1.0,1.0,0.26245057445283587,0.4084568940001305,0.3801867073390927,0.55450922973608
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.6,1.0,1.0,0.26245057445283587,0.4084568940001305,0.3801867073390927,0.55450922973608
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.6,2.0,1.0,0.2624192493278192,0.4084518836236351,0.38017693896698096,0.5545008899466886
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.6,2.0,1.0,0.2624192493278192,0.4084518836236351,0.38017693896698096,0.5545008899466886
ETTh1,0,DynVAR-Lasso Weighted Ridge,30.0,0.6,4.0,1.0,0.262388598960542,0.4084433853351408,0.3801649999175431,0.5544873877092207
ETTh1,0,STCG-v1 Weighted Ridge,30.0,0.6,4.0,1.0,0.262388598960542,0.4084433853351408,0.3801649999175431,0.5544873877092207
ETTh1,0,Dense Ridge,100.0,,,,0.26347523892194147,0.4087859927331965,0.38092900605570296,0.5531679773026213
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.01,0.5,1.0,0.26336461775324327,0.4088217374697075,0.380926281829893,0.5531455120797757
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.01,0.5,1.0,0.26336461775324327,0.4088217374697075,0.380926281829893,0.5531455120797757
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.01,1.0,1.0,0.26324256268528573,0.4088523062660527,0.3809175884868848,0.5531530458679151
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.01,1.0,1.0,0.26324256268528573,0.4088523062660527,0.3809175884868848,0.5531530458679151
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.01,2.0,1.0,0.2628061559928755,0.4087324856041674,0.3807476459594678,0.5532455500741801
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.01,2.0,1.0,0.2628061559928755,0.4087324856041674,0.3807476459594678,0.5532455500741801
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.01,4.0,1.0,0.26136940697910155,0.4080330408400275,0.37998820742532785,0.5534276046093853
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.01,4.0,1.0,0.26136940697910155,0.4080330408400275,0.37998820742532785,0.5534276046093853
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.03,0.5,1.0,0.2633668507598738,0.4088200602123096,0.3809257144918418,0.5531455121635234
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.03,0.5,1.0,0.2633668507598738,0.4088200602123096,0.3809257144918418,0.5531455121635234
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.03,1.0,1.0,0.26324970844035406,0.40884981315515,0.3809175394259409,0.5531506282306541
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.03,1.0,1.0,0.26324970844035406,0.40884981315515,0.3809175394259409,0.5531506282306541
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.03,2.0,1.0,0.26288997692381816,0.40877680080359496,0.3807910776086351,0.5532260298342768
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.03,2.0,1.0,0.26288997692381816,0.40877680080359496,0.3807910776086351,0.5532260298342768
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.03,4.0,1.0,0.262044176406541,0.4084303688968226,0.38037699246957535,0.553347634086274
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.03,4.0,1.0,0.262044176406541,0.4084303688968226,0.38037699246957535,0.553347634086274
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.1,0.5,1.0,0.26337465322464004,0.4088146359041977,0.38092403115074475,0.5531457404661336
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.1,0.5,1.0,0.26337465322464004,0.4088146359041977,0.38092403115074475,0.5531457404661336
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.1,1.0,1.0,0.2632699470611056,0.40883924997428683,0.3809155587128405,0.5531440127374211
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.1,1.0,1.0,0.2632699470611056,0.40883924997428683,0.3809155587128405,0.5531440127374211
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.1,2.0,1.0,0.26302449859542565,0.4088203490044618,0.3808465031293176,0.5531763906480356
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.1,2.0,1.0,0.26302449859542565,0.4088203490044618,0.3808465031293176,0.5531763906480356
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.1,4.0,1.0,0.2625991586817997,0.4086981397431169,0.38067113139155007,0.5531850796599906
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.1,4.0,1.0,0.2625991586817997,0.4086981397431169,0.38067113139155007,0.5531850796599906
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.3,0.5,1.0,0.2633972934529231,0.40880256049581126,0.38092151865260443,0.5531480558002548
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.3,0.5,1.0,0.2633972934529231,0.40880256049581126,0.38092151865260443,0.5531480558002548
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.3,1.0,1.0,0.2633217401173213,0.4088121780810647,0.3809101222999899,0.5531366901892044
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.3,1.0,1.0,0.2633217401173213,0.4088121780810647,0.3809101222999899,0.5531366901892044
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.3,2.0,1.0,0.2631818167473744,0.4088025502104814,0.38087126226912293,0.5531210168306613
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.3,2.0,1.0,0.2631818167473744,0.4088025502104814,0.38087126226912293,0.5531210168306613
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.3,4.0,1.0,0.263004404216454,0.40875545021059023,0.3807995116132501,0.5530725976134386
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.3,4.0,1.0,0.263004404216454,0.40875545021059023,0.3807995116132501,0.5530725976134386
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.6,0.5,1.0,0.2634315948282995,0.4087917387377361,0.3809224868760728,0.5531549197851587
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.6,0.5,1.0,0.2634315948282995,0.4087917387377361,0.3809224868760728,0.5531549197851587
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.6,1.0,1.0,0.2633925189285442,0.40879149408988025,0.38091324510716346,0.5531439002479582
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.6,1.0,1.0,0.2633925189285442,0.40879149408988025,0.38091324510716346,0.5531439002479582
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.6,2.0,1.0,0.2633320216573433,0.40878193051484774,0.38089292032477673,0.553124339797121
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.6,2.0,1.0,0.2633320216573433,0.40878193051484774,0.38089292032477673,0.553124339797121
ETTh1,0,DynVAR-Lasso Weighted Ridge,100.0,0.6,4.0,1.0,0.2632704811584307,0.40876325588193513,0.38086650316313636,0.553094978053143
ETTh1,0,STCG-v1 Weighted Ridge,100.0,0.6,4.0,1.0,0.2632704811584307,0.40876325588193513,0.38086650316313636,0.553094978053143
ETTh1,1,Persistence,nan,,,,0.269241262267238,0.439274730676546,0.4061337454035368,0.573608722921841
ETTh1,1,Dense Ridge,0.1,,,,0.2622692078561559,0.40855339903699767,0.38013076250663114,0.5554970379271592
ETTh1,1,DynVAR-Lasso Weighted Ridge,0.1,0.01,0.5,1.0,0.2622686886009696,0.40855313655562053,0.38013047068028116,0.555496258072568
ETTh1,1,STCG-v1 Weighted Ridge,0.1,0.01,0.5,1.0,0.2622686886009696,0.40855313655562053,0.38013047068028116,0.555496258072568
ETTh1,1,DynVAR-Lasso Weighted Ridge,0.1,0.01,1.0,1.0,0.2622679355867141,0.40855282639478296,0.3801300988880147,0.5554952053570131
ETTh1,1,STCG-v1 Weighted Ridge,0.1,0.01,1.0,1.0,0.2622679355867141,0.40855282639478296,0.3801300988880147,0.5554952053570131
ETTh1,1,DynVAR-Lasso Weighted Ridge,0.1,0.01,2.0,1.0,0.2622653549680151,0.4085521783171665,0.3801291110099306,0.5554918166141039
ETTh1,1,STCG-v1 Weighted Ridge,0.1,0.01,2.0,1.0,0.2622653549680151,0.4085521783171665,0.3801291110099306,0.5554918166141039
ETTh1,1,DynVAR-Lasso Weighted Ridge,0.1,0.01,4.0,1.0,0.2622502770413933,0.40854513064647885,0.38012070405424037,0.5554757662951447
ETTh1,1,STCG-v1 Weighted Ridge,0.1,0.01,4.0,1.0,0.2622502770413933,0.40854513064647885,0.38012070405424037,0.5554757662951447
ETTh1,1,DynVAR-Lasso Weighted Ridge,0.1,0.03,0.5,1.0,0.26226870382104733,0.40855314278056465,0.380130478155996,0.5554962793824515
ETTh1,1,STCG-v1 Weighted Ridge,0.1,0.03,0.5,1.0,0.26226870382104733,0.40855314278056465,0.380130478155996,0.5554962793824515
ETTh1,1,DynVAR-Lasso Weighted Ridge,0.1,0.03,1.0,1.0,0.2622679865232548,0.4085528297489637,0.38013011107225303,0.5554952750724761
ETTh1,1,STCG-v1 Weighted Ridge,0.1,0.03,1.0,1.0,0.2622679865232548,0.4085528297489637,0.38013011107225303,0.5554952750724761
ETTh1,1,DynVAR-Lasso Weighted Ridge,0.1,0.03,2.0,1.0,0.26226558138753847,0.4085518315872012,0.3801289053725868,0.5554922210468576
