dataset,seed,n_windows,true_state_count,inferred_state_count,adjusted_rand,aligned_accuracy,mean_label_purity,true_label_counts,inferred_state_counts,state_mapping
HydraulicSystems,0,617,3,2,0.7417913919734421,0.9043760129659644,0.9983792544570502,100:32;20:293;3:292,0:316;1:301,"{""0"": ""20"", ""1"": ""3""}"
HydraulicSystems,1,617,3,2,0.741165362759438,0.9043760129659644,0.9983792544570502,100:32;20:293;3:292,0:321;1:296,"{""0"": ""20"", ""1"": ""3""}"
HydraulicSystems,2,617,3,2,0.7300284476073283,0.9011345218800648,0.9983792544570502,100:32;20:293;3:292,0:317;1:300,"{""0"": ""20"", ""1"": ""3""}"
HydraulicSystems,3,617,3,2,0.7300284476073283,0.9011345218800648,0.9983792544570502,100:32;20:293;3:292,0:300;1:317,"{""0"": ""3"", ""1"": ""20""}"
HydraulicSystems,4,617,3,2,0.7300284476073283,0.9011345218800648,0.9983792544570502,100:32;20:293;3:292,0:300;1:317,"{""0"": ""3"", ""1"": ""20""}"
