config_id,config_rank,selection_objective,stcg_window_size,stcg_window_stride,state_count_distribution,inferred_state_count_distribution,dynamic_feature_nonzero_variance,dataset,label_column,horizon_cycles,lookback_cycles,method,train_rows,validation_rows,test_rows,train_positive_rate,validation_positive_rate,test_positive_rate,train_positives,validation_positives,test_positives,threshold_metric,threshold,validation_threshold_metric,balanced_accuracy,precision,recall,f1,average_precision,roc_auc
transition_L40_W16_S8,8,transition,16,8,4:2160,4:2160,8,HydraulicSystems,stable_flag,5,40,Sensor+STCG-v1 Logistic,1296,216,648,0.11882716049382716,0.10185185185185185,0.12808641975308643,154,22,83,f1,0.2277570688717639,0.29545454545454547,0.4842627145751146,0.11904761904761904,0.3614457831325301,0.1791044776119403,0.13212440496525002,0.4919501012901162
transition_L40_W16_S8,8,transition,16,8,4:2155,4:2155,8,HydraulicSystems,stable_flag,10,40,Train Majority,1293,215,647,0.22815158546017014,0.19069767441860466,0.24420401854714066,295,41,158,f1,0.22815158546017014,0.3203125,0.5,0.24420401854714066,1.0,0.39254658385093166,0.24420401854714066,0.5
transition_L40_W16_S8,8,transition,16,8,4:2155,4:2155,8,HydraulicSystems,stable_flag,10,40,Sensor Logistic,1293,215,647,0.22815158546017014,0.19069767441860466,0.24420401854714066,295,41,158,f1,0.27702897616541944,0.3780487804878049,0.5,0.24420401854714066,1.0,0.39254658385093166,0.2560845589883315,0.4827729025911832
transition_L40_W16_S8,8,transition,16,8,4:2155,4:2155,8,HydraulicSystems,stable_flag,10,40,Graph Ridge Logistic,1293,215,647,0.22815158546017014,0.19069767441860466,0.24420401854714066,295,41,158,f1,4.127674006603943e-05,0.36936936936936937,0.5272708446584349,0.2557726465364121,0.9113924050632911,0.39944521497919555,0.26851103110347685,0.5246693070332117
transition_L40_W16_S8,8,transition,16,8,4:2155,4:2155,8,HydraulicSystems,stable_flag,10,40,Sensor+Graph Logistic,1293,215,647,0.22815158546017014,0.19069767441860466,0.24420401854714066,295,41,158,f1,5.956713063838352e-05,0.430939226519337,0.5337941031813829,0.2582897033158813,0.9367088607594937,0.4049247606019152,0.2676153923957731,0.5358132070099143
transition_L40_W16_S8,8,transition,16,8,4:2155,4:2155,8,HydraulicSystems,stable_flag,10,40,STCG-v1 Selected Logistic,1293,215,647,0.22815158546017014,0.19069767441860466,0.24420401854714066,295,41,158,f1,0.318685494686677,0.38333333333333336,0.42733167663275606,0.1972972972972973,0.4620253164556962,0.2765151515151515,0.19135375371092833,0.39430768036033237
transition_L40_W16_S8,8,transition,16,8,4:2155,4:2155,8,HydraulicSystems,stable_flag,10,40,Sensor+STCG-v1 Logistic,1293,215,647,0.22815158546017014,0.19069767441860466,0.24420401854714066,295,41,158,f1,0.000354525276413411,0.37209302325581395,0.5,0.24420401854714066,1.0,0.39254658385093166,0.23753179210382552,0.4722890942507313
transition_L40_W24_S8,9,transition,24,8,3:2162,3:2162,6,HydraulicSystems,valve_condition,3,40,Train Majority,1297,216,649,0.19429452582883577,0.16666666666666666,0.2218798151001541,252,36,144,f1,0.19429452582883577,0.2857142857142857,0.5,0.2218798151001541,1.0,0.36317780580075665,0.2218798151001541,0.5
transition_L40_W24_S8,9,transition,24,8,3:2162,3:2162,6,HydraulicSystems,valve_condition,3,40,Sensor Logistic,1297,216,649,0.19429452582883577,0.16666666666666666,0.2218798151001541,252,36,144,f1,0.2054062389645499,0.330188679245283,0.5,0.2218798151001541,1.0,0.36317780580075665,0.222374668338375,0.48659240924092406
transition_L40_W24_S8,9,transition,24,8,3:2162,3:2162,6,HydraulicSystems,valve_condition,3,40,Graph Ridge Logistic,1297,216,649,0.19429452582883577,0.16666666666666666,0.2218798151001541,252,36,144,f1,0.11362706981329951,0.32142857142857145,0.5220778327832784,0.2318548387096774,0.7986111111111112,0.359375,0.22528819359762225,0.5241199119911991
