dataset,method,n,graph_fraction,lasso_alpha,window_size,window_stride,feature_budget_per_target,mae_mean,mae_std,rmse_mean,rmse_std,node_rmse_mean_mean,node_rmse_mean_std,node_rmse_max_mean,node_rmse_max_std,delta_vs_dense_rmse,delta_vs_persistence_rmse,beats_dense,beats_persistence
ETTh2,DynVAR-Lasso Graph Ridge,1,0.5,0.01,300,150,9,0.6127784073756043,0.0,0.7681856948848559,0.0,0.7270195719906694,0.0,1.1360821679762076,0.0,0.5410486035955256,0.5225951403032243,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.5,0.01,600,300,9,0.6154318226347597,0.0,0.7803413333144971,0.0,0.7350090944772024,0.0,1.1227585532796274,0.0,0.5532042420251668,0.5347507787328655,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.5,0.01,1200,600,9,0.6553264500612633,0.0,0.8173478805019715,0.0,0.7693002633392163,0.0,1.1230155101776336,0.0,0.5902107892126413,0.5717573259203399,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.001,300,150,14,0.6355622072365198,0.0,0.7986682148647002,0.0,0.7529710654717583,0.0,1.1183465656032756,0.0,0.57153112357537,0.5530776602830686,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.001,600,300,14,0.6094374272998622,0.0,0.7803578106333328,0.0,0.7332139512373335,0.0,1.1196606514073513,0.0,0.5532207193440025,0.5347672560517012,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.001,1200,600,14,0.5952460521449092,0.0,0.7616108262412841,0.0,0.7153355117401146,0.0,1.120005949655122,0.0,0.5344737349519538,0.5160202716596525,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.003,300,150,14,0.6005034558604413,0.0,0.7738211847650976,0.0,0.7200647028090085,0.0,1.1236508269859469,0.0,0.5466840934757674,0.528230630183466,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.003,600,300,14,0.6070866360054546,0.0,0.7734667562192498,0.0,0.719005924677621,0.0,1.119957613255386,0.0,0.5463296649299195,0.5278762016376182,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.003,1200,600,14,0.6018072418874583,0.0,0.767995864081242,0.0,0.7151976974340185,0.0,1.1208570303807766,0.0,0.5408587727919117,0.5224053094996104,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.005,300,150,14,0.6080942246127373,0.0,0.7717777121163488,0.0,0.7259242259838773,0.0,1.1236508269859469,0.0,0.5446406208270186,0.5261871575347172,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.005,600,300,14,0.5983601041040156,0.0,0.764358686768439,0.0,0.711584729772708,0.0,1.1197864627307161,0.0,0.5372215954791087,0.5187681321868074,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.005,1200,600,14,0.5853615932466051,0.0,0.7469890920653747,0.0,0.6950683885359819,0.0,1.124269154144324,0.0,0.5198520007760444,0.5013985374837431,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.01,300,150,14,0.5869268284768983,0.0,0.7476450371699274,0.0,0.6968266834077042,0.0,1.1244727868449147,0.0,0.5205079458805971,0.5020544825882958,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.01,600,300,14,0.5818868529460575,0.0,0.7428123465512101,0.0,0.6913749966104523,0.0,1.1212083756611568,0.0,0.5156752552618799,0.4972217919695785,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,0.75,0.01,1200,600,14,0.5843979666973518,0.0,0.7444397065471963,0.0,0.6938017006574546,0.0,1.1212083756611568,0.0,0.517302615257866,0.4988491519655647,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,1.0,0.001,300,150,18,0.5827427813418359,0.0,0.7428132620349122,0.0,0.6920193695886766,0.0,1.1210786438831182,0.0,0.5156761707455819,0.49722270745328057,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,1.0,0.001,600,300,18,0.5827427813418359,0.0,0.7428132620349122,0.0,0.6920193695886766,0.0,1.1210786438831182,0.0,0.5156761707455819,0.49722270745328057,False,False
ETTh2,DynVAR-Lasso Graph Ridge,1,1.0,0.001,1200,600,18,0.5827427813418359,0.0,0.7428132620349122,0.0,0.6920193695886766,0.0,1.1210786438831182,0.0,0.5156761707455819,0.49722270745328057,False,False
